p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,target_class
3.646226878495770294e-03,1.136808424933142495e-03,2.654152359256046687e-03,2.856539645056089659e-03,1.457545895079819485e-03,3.102828265501669444e-02,1.433926188971210072e-03,2.772989170393583801e-03,2.869200966779201535e-03,1.292708720848080063e-03,8.552866555222284062e-03,2.289596571575469326e-03,5.334767579010951839e-03,4.261827689307112407e-03,2.979515216155024723e-03,7.646193208588630656e-03,2.254952358958008454e-03,5.346151083052161010e-03,4.369851844844189516e-03,2.177147731790016541e-03,1.762125640841947019e-02,2.309601357366504980e-03,2.948817864719673314e-03,2.565939672661071095e-03,1.762917830493217512e-03,5.198058923701446253e-03,9.384175253840508100e-04,1.988458899582884118e-03,1.810049649896512246e-03,1.007773256284268549e-03,0.000000000000000000e+00
3.561101311611416902e-03,6.033145699048321790e-04,1.097382578711734828e-03,7.085520897656199472e-04,5.976571208010100647e-04,3.195324561579448996e-03,6.345660977930004049e-04,1.057963163458356315e-03,6.827198849232187210e-04,5.532036808695589168e-04,1.852029668451034370e-03,5.220052039384172338e-04,1.024464204618198574e-03,9.476325630463655093e-04,7.123201900114928785e-04,3.104228819107008458e-03,8.051968938843355765e-04,1.348794473503833746e-03,9.430631547341255302e-04,7.219975633741284281e-04,5.527981264874550632e-03,5.740136426296955051e-04,6.262798418290073128e-04,5.327278107454038467e-04,4.840771983645782563e-04,4.025550997892735593e-03,7.614911176878370056e-04,1.003119666190426624e-03,6.185232304902680937e-04,5.953574393826800053e-04,0.000000000000000000e+00
5.497183566899097214e-03,2.882737937744723903e-04,8.903163182658985989e-04,8.560375298519639839e-04,5.841777031708921333e-04,4.332904246145717793e-03,3.773432669017016223e-04,8.729760944934403331e-04,8.555747048470945405e-04,5.795961178775266807e-04,1.758220242395005985e-03,3.575562759635406780e-04,1.035274899783274888e-03,1.214916112300470485e-03,7.023153284696219585e-04,4.887268782281741289e-03,6.372880291479551687e-04,1.202350689684411611e-03,1.230289621871497735e-03,7.162010080608591320e-04,4.653365328241934086e-03,4.071804265024014176e-04,6.863954539816450456e-04,7.081812858730310864e-04,4.798012011281691013e-04,6.138672919340874660e-03,6.232969222358060229e-04,7.532249169716868789e-04,8.398403799184159637e-04,5.709892659600456985e-04,0.000000000000000000e+00
1.170787471175518089e-02,3.450284415085208686e-04,8.566071407324544508e-04,1.073028635264335236e-03,5.011933692738968719e-04,5.810592981759444414e-03,3.392885194155547649e-04,8.497115334514095206e-04,9.645259327836562362e-04,5.078438610725396693e-04,2.701558612512296696e-03,2.299319349582124993e-04,9.266003833103673591e-04,1.320914356557754531e-03,5.507132270590534007e-04,3.991194827854616448e-03,6.003111485154988009e-04,9.789071090914194893e-04,1.207767486514424666e-03,6.091236783364168111e-04,7.627466267220009422e-03,4.088094012059281758e-04,6.449304998650646440e-04,8.028308356083102299e-04,4.609041969883604555e-04,6.266134177479642554e-03,5.337204383495457952e-04,7.594188388054434920e-04,8.624690079098954344e-04,5.582073545683908329e-04,0.000000000000000000e+00
5.168295892970785690e-03,2.778147537743487451e-04,8.889407643147926186e-04,1.105844107052746366e-03,5.902205598533249650e-04,5.059325036867282598e-03,3.688856252523339059e-04,9.098465072847152814e-04,1.121285119614241332e-03,5.870082404715882543e-04,2.366919266426689619e-03,3.720013849259387845e-04,1.100906622310892724e-03,1.469414790480676192e-03,7.218137654065072406e-04,3.405453825331866344e-03,7.168901915230700564e-04,1.262611299281884286e-03,1.467129531371156020e-03,7.564207699052604740e-04,5.106992325230709853e-03,3.313757933706165627e-04,6.380905873734868828e-04,9.261362522811076095e-04,4.810138715238238363e-04,5.497306788503345497e-03,4.887766690686272267e-04,9.875753757797220943e-04,1.038165928855599171e-03,5.992168789391297745e-04,0.000000000000000000e+00
6.938965774217263280e-03,2.532023249775646671e-04,6.612821266850513538e-04,7.084983839225660529e-04,4.987326649815136421e-04,4.659942006156572031e-03,3.495808221907692405e-04,6.601876853170478071e-04,6.806065455910571913e-04,4.251286255917721105e-04,1.792417281622051776e-03,3.371239151791656768e-04,7.312703616625051842e-04,8.813653891397707019e-04,5.536861431730938886e-04,2.951909272944145540e-03,6.092668030083139407e-04,8.680763822497133964e-04,9.157541163685471372e-04,5.335556415348620277e-04,4.567622291490255025e-03,3.545365589349920078e-04,5.235344860369708486e-04,5.781718288126293584e-04,4.305241988137102323e-04,1.324998504726646216e-02,5.975512403154256387e-04,6.974993954698825065e-04,6.623694096877060693e-04,5.038329631866982159e-04,0.000000000000000000e+00
4.648081454728436417e-03,3.000646244977559223e-04,7.176400328316708335e-04,6.111976163365587852e-04,4.779674217890228570e-04,4.417494282131750362e-03,4.506370806817004584e-04,6.179455951560921135e-04,6.152738959472288990e-04,4.904309119685640664e-04,1.672134524806908901e-03,3.756187902911466321e-04,8.177202249558060149e-04,8.791054266442566330e-04,5.465014499544080607e-04,4.381688864901014425e-03,7.872786938970955783e-04,9.201990091897423001e-04,8.848952479491884338e-04,6.121540945033550731e-04,5.052448147552675121e-03,3.594031193044640413e-04,5.062978328060468427e-04,5.301815682939069532e-04,4.005187061717859669e-04,6.392366512750517413e-03,6.401397888677759712e-04,7.071321277893137091e-04,6.446725678799770888e-04,5.781484517766238233e-04,0.000000000000000000e+00
4.797090391628525130e-03,9.696334978167646087e-04,1.314179557955510742e-03,1.429902511376933243e-03,6.016312284335581344e-04,7.662892669094799672e-03,1.072287247356277281e-03,1.663147788921418447e-03,1.691288034847423984e-03,5.856860197739802805e-04,5.022565828669142522e-03,1.287942883116428763e-03,1.636734759560059312e-03,1.619537449365817229e-03,6.820874790098952834e-04,7.903763555309211222e-03,1.220845554683068056e-03,2.052761519385367349e-03,1.927444740298285076e-03,7.308212350089097814e-04,7.079471101894324082e-03,1.445634157803235217e-03,1.465512336251290678e-03,1.220168013290957951e-03,5.352775935402104886e-04,4.202442468070316690e-03,8.235155141664719097e-04,1.121793108076761351e-03,1.705486346074867963e-03,4.889483134081789749e-04,0.000000000000000000e+00
5.823288935863383566e-03,8.874371542607709671e-04,1.457306830877726439e-03,1.324486597720508658e-03,4.751454919697084122e-04,4.658421809020774247e-03,6.487039350577731124e-04,1.568768624837690601e-03,1.613896526904029386e-03,5.214906402883395971e-04,2.714717226611192222e-03,7.888997767643611894e-04,1.780312160200838746e-03,1.652774668599813401e-03,6.198061628373569693e-04,4.051398225565001031e-03,7.580386396260148547e-04,1.894969155515282113e-03,1.880949016157611739e-03,6.531992321672345798e-04,6.251843843556506748e-03,8.450010134723077515e-04,1.582329910418915977e-03,8.675851818444697480e-04,4.628107987414126060e-04,3.138950255424746618e-03,5.647766986201240057e-04,1.037212756408705449e-03,1.537762532166389974e-03,5.132441154926295056e-04,0.000000000000000000e+00
5.051118869918312139e-03,6.931531767328857679e-04,1.535751653287967906e-03,1.325123231763720077e-03,4.301125527522515406e-04,5.828049266863025678e-03,7.735501404164372855e-04,1.792022307306905936e-03,1.520157749437048723e-03,4.642215946787682100e-04,4.394814634931908624e-03,1.019066101166047006e-03,1.947744859106513094e-03,1.802771259790062180e-03,5.390149547230511451e-04,5.000311701376687970e-03,8.856047854750581649e-04,2.069010283871091163e-03,1.879671154063179174e-03,6.217543904126350248e-04,7.950295059925210212e-03,1.005325854497061489e-03,1.740713779309052255e-03,1.013585673989310766e-03,4.362042892873731767e-04,3.359940752675736903e-03,7.619392104965947614e-04,1.181584061351321005e-03,1.515388382047027803e-03,4.387026639864410947e-04,0.000000000000000000e+00
4.577232069945096245e-03,6.135304949052314228e-04,1.569109764792272436e-03,1.586846374170996100e-03,4.438524147390252462e-04,5.115989884808930591e-03,9.176049280718808800e-04,1.666368785222367916e-03,1.702536753218475592e-03,4.778871785395685193e-04,3.590882172690826150e-03,1.049645786481554020e-03,1.910864030006899274e-03,2.177665888038660038e-03,5.752607942893350063e-04,4.739548176641238640e-03,1.072262320109860102e-03,1.985846723204942425e-03,2.207111140304808018e-03,6.639434737319089078e-04,6.874256501173260474e-03,9.381351112363559442e-04,1.452634488521514430e-03,1.147987207578925455e-03,4.499624987788171707e-04,3.459987222154820019e-03,6.502655088362992901e-04,1.106216502613993321e-03,1.741665132326784826e-03,4.611610555509796944e-04,0.000000000000000000e+00
4.777590617350242069e-03,6.976796554694221063e-04,1.172254629791538542e-03,1.423160214022880067e-03,4.572662169531266970e-04,5.502813017798399535e-03,9.165186861934329762e-04,1.318211401067635388e-03,1.612146601988357448e-03,5.645294062300211134e-04,4.219053730050222918e-03,1.002272783910307993e-03,1.663806059436624338e-03,1.693078610610870231e-03,6.339959959368966910e-04,5.160012795613880612e-03,1.132340833604688658e-03,1.811558304649560141e-03,1.850656096568132182e-03,7.000785892730008661e-04,7.510446550788999961e-03,8.521859143842839884e-04,1.243270778108361693e-03,1.022019642819457699e-03,4.802680246062678731e-04,3.134256791986830479e-03,6.344940032752985305e-04,1.044017639902700004e-03,1.503553501013505560e-03,4.991515316939015585e-04,0.000000000000000000e+00
4.866395930640202844e-03,6.513919662545022710e-04,1.155245500826141899e-03,1.105867218422465405e-03,4.914556810892353744e-04,5.052653246475654822e-03,7.347268380581141152e-04,1.252359470060024089e-03,1.218547059037735150e-03,5.207136849020384175e-04,4.238032073903046960e-03,9.783054848649472973e-04,1.363466240408061324e-03,1.567880713190591448e-03,5.589411150599698803e-04,5.420393927052176257e-03,9.084915159162297539e-04,1.566842335516457864e-03,1.384045564619624906e-03,6.067945202494104103e-04,7.514851671357560166e-03,9.241573334094156308e-04,1.048098738943258057e-03,1.070794538230021879e-03,4.537491085094309687e-04,3.134955088488363371e-03,5.338773034343143346e-04,9.015658598302449863e-04,1.253005649205684181e-03,4.070021959535154621e-04,0.000000000000000000e+00
3.214330654964925229e-03,8.920616300264582865e-04,8.058140897323261363e-04,6.544949434395036427e-04,6.728906075980129083e-04,7.983657366907226730e-03,6.612529792841142801e-04,8.857241827348002246e-04,6.631004263651550049e-04,7.875446733963129345e-04,2.659504347490545054e-03,1.122648821030542993e-03,1.160502513057606704e-03,7.395309350270628992e-04,8.790413916862233881e-04,2.325046515208999045e-03,7.085840008304216189e-04,1.097879259524949880e-03,7.032072096097764400e-04,8.222145960603627823e-04,4.556573798535259144e-03,8.024555741697558895e-04,5.910560872944793306e-04,4.629876541947976622e-04,5.233430652305364741e-04,4.796620465166137950e-03,4.691410022045287820e-04,5.061153026974659578e-04,4.526491764323261691e-04,5.842010324717708362e-04,0.000000000000000000e+00
3.834549539348564972e-03,6.937014340717304007e-04,2.617086766520631928e-03,5.641544515427630120e-04,1.039562969618899012e-03,5.865920329844598845e-03,6.395090104551244157e-04,3.011085785030876826e-03,5.404052892067097826e-04,1.214446728173638676e-03,4.126528249907023861e-03,9.917594366343203231e-04,5.115140213286115990e-03,6.106917687859540712e-04,1.282966672976431927e-03,2.526798737342628165e-03,8.162835717078180267e-04,5.127438584885735118e-03,6.132478425479158000e-04,1.432223689880923051e-03,5.247635735220363383e-03,6.837759008967362988e-04,2.142631064175701087e-03,4.341665325090739895e-04,7.452122842318881137e-04,4.176479883958415448e-03,4.745314903301206771e-04,2.404424364186379462e-03,3.574323005498849766e-04,9.342315325489875411e-04,0.000000000000000000e+00
3.150372008090604817e-03,9.377895768439663271e-04,2.456014795550704594e-03,4.361859145187867203e-04,6.653451116405469795e-04,4.803740138682579229e-03,7.588817232280764807e-04,2.331994536318367749e-03,4.677451846816685463e-04,6.974863305852310475e-04,2.990976835632280176e-03,1.300289609326931838e-03,4.281232159175268719e-03,4.715341786227064853e-04,8.766131532943607571e-04,1.964016190092945577e-03,1.043644863108888435e-03,3.757691976847940280e-03,4.538899753376132631e-04,8.371218195674025742e-04,4.906120770086679246e-03,9.748107830022899583e-04,1.947490637386135696e-03,3.746779947085850495e-04,5.438827541418651476e-04,4.472927930424116898e-03,5.292586001238324712e-04,1.541753802933770994e-03,3.166560247535421643e-04,5.321915343370895498e-04,0.000000000000000000e+00
4.212615459965099278e-03,1.035131744690609423e-03,2.931978042611845057e-03,4.363182026546567199e-04,7.352853309205713457e-04,5.113271411432421948e-03,9.626995845989932575e-04,2.734035336027450767e-03,4.152893177712528886e-04,8.508682166827692336e-04,3.817008432820369161e-03,1.317662705112232534e-03,4.882663983803707530e-03,4.811169334406236982e-04,9.429794746174584383e-04,2.628169374660353601e-03,1.065772068463338284e-03,4.528489708584061343e-03,4.867540500618055535e-04,1.039988929151785396e-03,6.463769718317308698e-03,1.095458152250584861e-03,2.171276637908571214e-03,3.617882427428948354e-04,6.215010176352642321e-04,4.307245591198107307e-03,6.830656816522047946e-04,1.970035942359826212e-03,2.925286202036094050e-04,6.538934985133338122e-04,0.000000000000000000e+00
5.000169665811335373e-03,8.252265469362923475e-04,7.590234078054103719e-04,4.428082536589066434e-04,5.596085261152551615e-04,5.375682623428867241e-03,6.969586661229980329e-04,8.245054710884884303e-04,4.871483374293215907e-04,6.460138656092951487e-04,4.131405201327066450e-03,9.845128809815425954e-04,1.062846517207716862e-03,4.956713516225229191e-04,6.523102141318944201e-04,2.828774787883560089e-03,7.994676929160059262e-04,1.092904262405436366e-03,4.495252523907426268e-04,6.779526450229709112e-04,7.888552129851312059e-03,1.047507728011745761e-03,6.732672773524790537e-04,4.082667037025631369e-04,4.794672827757183366e-04,4.281960201921729790e-03,4.451081905064975075e-04,5.066117024300725684e-04,3.042758883349362740e-04,4.560513729033500866e-04,0.000000000000000000e+00
3.463607266313210691e-03,7.831224312045752213e-04,1.251842511052786650e-03,4.540454987558122926e-04,6.347502752431967302e-04,9.971238378879008352e-03,8.301016759151341653e-04,1.478648135287716735e-03,5.730680889000741877e-04,7.863062953758064586e-04,4.418185233664891944e-03,1.177826301745709672e-03,1.984811717836897950e-03,5.138621357465960595e-04,7.996224792498093752e-04,2.480929731399229149e-03,7.885979630783556023e-04,2.114315079740736007e-03,5.335877192347275198e-04,8.776915876660081918e-04,6.263848048396858381e-03,9.184490720838310931e-04,1.070097350405176985e-03,4.030273193369259097e-04,5.546843939567293845e-04,4.545742988358340668e-03,4.881417234311362179e-04,9.780809824687386207e-04,3.273601846529493537e-04,5.912310509162551578e-04,0.000000000000000000e+00
8.904016100276085019e-03,1.017387050112746874e-03,8.828507731761623279e-04,7.242702645749176955e-04,5.945107588687652701e-04,1.296613756881254652e-02,1.287503356571491038e-03,8.425681825064913928e-04,6.659714890974897331e-04,6.671003761389904035e-04,4.480200729639489607e-03,8.835821741680138309e-04,1.261477127285487269e-03,9.930905580070935150e-04,8.455517408239929126e-04,5.404952716574727700e-03,1.110736842219016722e-03,1.342341195716653104e-03,8.354976257478532054e-04,8.851877173157144838e-04,1.525636432545920268e-02,8.121823312062107295e-04,7.049670859966484160e-04,6.467548071523564895e-04,5.184288802094220907e-04,1.141358941803318622e-02,8.967070716799325570e-04,7.816066456883977252e-04,5.292231450113638090e-04,6.583360745011546285e-04,0.000000000000000000e+00
9.464971376471766062e-03,9.710143834486857509e-04,9.283734801692647247e-04,6.538274332948982789e-04,5.182426157752143773e-04,8.898019243710810280e-03,9.669604495166168531e-04,1.051256757912828396e-03,6.693552755325179755e-04,6.414081948975710592e-04,5.249923184367353939e-03,1.093247596925023832e-03,1.352641313679058335e-03,8.697378873783069954e-04,6.782882504675389430e-04,4.384300025120880032e-03,8.828187458303235566e-04,1.475987575131390214e-03,8.821882395361971968e-04,8.468070838936659793e-04,5.649410495406856705e-03,6.679203462114285733e-04,7.218264392451612501e-04,5.741470804494460452e-04,4.278830267148211607e-04,3.708750474089716944e-03,6.040094193392471066e-04,9.783995346871951493e-04,5.672099052437091452e-04,6.053952285258778002e-04,0.000000000000000000e+00
1.053570682058706416e-02,9.193625345843958047e-04,9.038267952946764036e-04,6.292304587362396867e-04,5.133754201928290416e-04,1.279481276568995678e-02,1.100330786766147298e-03,8.586935255113454851e-04,6.413083195191932690e-04,4.815241795415673158e-04,5.498936634597963863e-03,9.991524387028085687e-04,1.133830290293415992e-03,7.810781770051558040e-04,5.833206851765873613e-04,5.599315776630840041e-03,9.521526492996630273e-04,1.378892508828115978e-03,8.537499666175248471e-04,7.300470224689232590e-04,7.026356822843501763e-03,5.797119213398795046e-04,6.784362253350784307e-04,4.893032515624143059e-04,3.783606084029011410e-04,5.481168031931851065e-03,6.846235297989732276e-04,8.866954088121275493e-04,5.981095871973226554e-04,5.957018122909275761e-04,0.000000000000000000e+00
7.592099504929296014e-03,1.174160711945661760e-03,1.012066503857902934e-03,6.834754161334094264e-04,5.172657912107937565e-04,1.035674451188499205e-02,1.314059353139459966e-03,1.117194144956077263e-03,6.633718611275064890e-04,5.511640106771391150e-04,4.478666299800318322e-03,9.746457694527631190e-04,1.310409326376580069e-03,8.777172578575749996e-04,6.385334647947310711e-04,5.321022228516138208e-03,9.952623407260834283e-04,1.508618922176741418e-03,8.437383830664365540e-04,7.634536216735689435e-04,5.586312806634874742e-03,7.459621228825378831e-04,7.357536493038580906e-04,5.981537812199985531e-04,4.132474096294399559e-04,9.504472606634513376e-03,8.861607373866858773e-04,1.030163787304833045e-03,6.096793298730487053e-04,5.996304492318432159e-04,0.000000000000000000e+00
7.992710074108556190e-03,1.076301058269343554e-03,8.465533802715469961e-04,7.765359768410458417e-04,5.503715644301877211e-04,9.659758540792894033e-03,1.132620690441778384e-03,9.570692991644587843e-04,8.310032577377063660e-04,5.431289040373108671e-04,4.336456011687360966e-03,1.228711696507361287e-03,1.156255390416373622e-03,1.015218527054561259e-03,7.939439543470357217e-04,5.016056495658339533e-03,1.102818342758737392e-03,1.396483828759198433e-03,1.058437681996757425e-03,9.921626827532979004e-04,4.453394774525707735e-03,6.475382792244839406e-04,7.049470595386602822e-04,6.285840141958070303e-04,4.541781054079372217e-04,5.882666880163783807e-03,7.963272892239774440e-04,1.081066458971208797e-03,8.571464859138046722e-04,6.684858320596962292e-04,0.000000000000000000e+00
8.060874041702040249e-03,1.071132343988461877e-03,9.118903243569722152e-04,5.657648412047266030e-04,4.445519016124389032e-04,9.435583721523114684e-03,1.212718569135565715e-03,1.032701922638904748e-03,6.204626031227065183e-04,4.231333391605461808e-04,3.676199351119856067e-03,9.066335576489948029e-04,1.194549299594181973e-03,7.994022276589017682e-04,5.578793005893739783e-04,4.288491023968224285e-03,9.682955698175339625e-04,1.506957658436228024e-03,6.779287726841375442e-04,7.364940625182406653e-04,5.204353018201924447e-03,6.708912125643637456e-04,7.531809521863526554e-04,5.034894295948038256e-04,3.541909191821506365e-04,6.314068054621061951e-03,8.220584496892278806e-04,1.032302158158852033e-03,8.136119404757467593e-04,7.602877975357415566e-04,0.000000000000000000e+00
4.599297479440601216e-02,2.527935223870077242e-03,2.857709900096748815e-03,7.803098670808960961e-04,5.736145502436330607e-04,6.473230527027400150e-02,3.133826732119330584e-03,3.801149711437555763e-03,1.105017032504886608e-03,6.260193885197285531e-04,8.571362417101395861e-03,1.822783307416072978e-03,7.990710131410529854e-03,1.728604251775794128e-03,9.450787062842679618e-04,9.813120650494848787e-03,1.840929139015042362e-03,8.028964117856937296e-03,1.812350650116179539e-03,9.269356094636235993e-04,8.914889642299533498e-03,9.892371688907670556e-04,2.898311011473909699e-03,7.917763940324209528e-04,6.941006065570047220e-04,8.596426274635126166e-03,9.118979889830905721e-04,2.236809234551845153e-03,7.105824871186133167e-04,4.379301714721314733e-04,0.000000000000000000e+00
4.673629795424705247e-02,1.799652373002714112e-03,3.431337552481097779e-03,1.096182633400272352e-03,5.394962862249402195e-04,6.648175199146348635e-02,2.403118904033412460e-03,4.314831888389935276e-03,1.328045729686622677e-03,6.127392202605647271e-04,9.783085270109527151e-03,1.613432496314599158e-03,8.496502307818176725e-03,1.955625244505473058e-03,9.540723218879332279e-04,1.061196702937327457e-02,1.434315145372126038e-03,7.988831161347987111e-03,1.942582484038917444e-03,8.738377826926802287e-04,1.078260973239671995e-02,9.418739915749433289e-04,3.004401289620586054e-03,9.754103874964852169e-04,6.874880977009690478e-04,1.310831091956540101e-02,9.557874567951762717e-04,2.325589540939443280e-03,7.654802965337155745e-04,4.386543892207765043e-04,0.000000000000000000e+00
3.928055224756003827e-02,1.578691320111050202e-03,2.658064807024767672e-03,8.562231382258379256e-04,5.741593704106102546e-04,4.536783447072242903e-02,2.095174733502900340e-03,3.502279583664997913e-03,8.938575886864321383e-04,6.042518815475310303e-04,8.184365714132963571e-03,1.467115418789610801e-03,6.641662992908003646e-03,1.683496317060824681e-03,9.623662172979302815e-04,9.077003030756035026e-03,1.500711189127392408e-03,7.038448917474479302e-03,1.754299662175718734e-03,9.861270535604729510e-04,9.714400445478825474e-03,9.082940199836119074e-04,2.582081640909079240e-03,8.823259556027156572e-04,7.894281339131825224e-04,1.161474318846370674e-02,8.707895135781987001e-04,2.190694013812295466e-03,7.045580278188686135e-04,5.034973595269413068e-04,0.000000000000000000e+00
2.714612288658096659e-02,1.231229218071104928e-03,1.940413596941529617e-03,7.035922360176061294e-04,4.733311761314474382e-04,3.809103499442044460e-02,1.501278457885547174e-03,2.186277168709050561e-03,8.478665198178424872e-04,5.521724468136900762e-04,6.988354109650729042e-03,1.812985091038481038e-03,4.485597700276025557e-03,1.437654572151843713e-03,7.726271096095405338e-04,7.909303582554766052e-03,1.537408517716832819e-03,4.589912373701005716e-03,1.584006582069707753e-03,8.094935687589036857e-04,8.223682123990157938e-03,9.247238371707170975e-04,2.090122741421702492e-03,7.861804612592298517e-04,7.240216052831652087e-04,9.916209997423012720e-03,7.475479390865287987e-04,1.465407814767029186e-03,7.933576120508149376e-04,4.888131773236333672e-04,0.000000000000000000e+00
2.607771253440104714e-02,1.373948128482433513e-03,2.441119435654160591e-03,8.771419788127534072e-04,5.212178749234852582e-04,3.152702139332617254e-02,1.446275672511971363e-03,3.267546393875051143e-03,8.866150402429515435e-04,5.787609846986594125e-04,5.410533973231133192e-03,1.661570818536528289e-03,6.088900052268332412e-03,1.718130774792790694e-03,9.216377450818682721e-04,6.055781390587096184e-03,1.499279858293220196e-03,6.978165987909358201e-03,1.616044115957702065e-03,9.752856350264843023e-04,8.081724037061381941e-03,1.094031029619560577e-03,2.788387677069749035e-03,1.051643309810117340e-03,7.576189669340540342e-04,7.435014244124154258e-03,7.821720048013581280e-04,2.204908826999865505e-03,6.846367723712142635e-04,4.736858707416280543e-04,0.000000000000000000e+00
4.031592831491483814e-02,1.470019897970078647e-03,2.434049184874323077e-03,1.008064775978523980e-03,5.019066979324100959e-04,4.751294950066226042e-02,1.771972999130349766e-03,2.656591089215168920e-03,1.120433172717181592e-03,5.390596891139819592e-04,9.347904161164873743e-03,1.358378565578202257e-03,6.152822343362823049e-03,1.909759595921377805e-03,7.893590594548372148e-04,9.402812168809329338e-03,1.425064245867983500e-03,6.322462052652300969e-03,2.037962775442902965e-03,8.377150423630505115e-04,1.023825762779794792e-02,1.023737649674239794e-03,2.097781370402335057e-03,1.010735650667284611e-03,5.779805182098763424e-04,8.452669665543425387e-03,6.651949443678272390e-04,1.879464138150809330e-03,8.942316822918798926e-04,4.441053183916517252e-04,0.000000000000000000e+00
3.924225144540188781e-03,8.230214609854972314e-04,1.214930765591815121e-03,1.661078319744158961e-03,8.010650667074783017e-04,6.281586820645793968e-03,9.393393099368294290e-04,1.721061865187465366e-03,2.428767128311652614e-03,1.044636710397673241e-03,6.152526419651286986e-03,2.195905500396439294e-03,2.640610880309802316e-03,2.634558209072202645e-03,1.537857237439004118e-03,4.254254143474691177e-03,1.527211642344195085e-03,2.373523875232323894e-03,3.550197741430232042e-03,1.221806107932152559e-03,3.993142278844658173e-03,8.746774338847422905e-04,1.087372313021491618e-03,1.370543155397861788e-03,7.218006673938752796e-04,5.551051296131348164e-03,1.056523602336830771e-03,1.810580837640978500e-03,2.152465337825546290e-03,9.370072318845226603e-04,0.000000000000000000e+00
6.644103372837138061e-03,6.969374087482728712e-04,1.380686372786824956e-03,1.761248409486336963e-03,7.425853056287160534e-04,5.233499655971458539e-03,9.423048020768992920e-04,2.009754066043948836e-03,2.336814394825310892e-03,1.026778072432228944e-03,7.137254966532924003e-03,1.938645384827895370e-03,2.624648914543004519e-03,2.869520217075288704e-03,1.569485613402972534e-03,4.417795788715542932e-03,1.553051309225475692e-03,2.812132301239566451e-03,3.712809358561269292e-03,1.301714351758613813e-03,5.576119869157024171e-03,6.579973152943659285e-04,1.233624451150159770e-03,1.472385107006068386e-03,6.539551480435658055e-04,4.919588292345062133e-03,1.083187053938431408e-03,2.152966508152738285e-03,2.336415971805013737e-03,9.895773437728835886e-04,0.000000000000000000e+00
7.695887730564337538e-03,6.334818927464255876e-04,1.469818635195817291e-03,1.733912344770912120e-03,8.207357456786251379e-04,7.949401690155134467e-03,9.034596443918122737e-04,2.030965729833847898e-03,2.154148405096958409e-03,1.170277525305650924e-03,7.091563733199718333e-03,1.445521682578714212e-03,3.119409447981193878e-03,2.753689985162413589e-03,1.710045917119144832e-03,4.836986117790266840e-03,1.147217343343766250e-03,3.370738717269161459e-03,3.273835655915229362e-03,1.458714297367546230e-03,8.240864410675991999e-03,6.229395274339878490e-04,1.295649158211869233e-03,1.487873918270124669e-03,7.315219100275801526e-04,6.077746445698382037e-03,1.001143024453447208e-03,1.916741689650602268e-03,2.031156708272995048e-03,1.037863120991702531e-03,0.000000000000000000e+00
4.153490099428218396e-03,8.745945251487705204e-04,1.917886296102283474e-03,1.996025963055928637e-03,7.928903978281138555e-04,4.304520393618509362e-03,8.550534080413043454e-04,2.381054405502665804e-03,2.737707094294596251e-03,1.142094948633140972e-03,6.875367592939967375e-03,2.059123960137466004e-03,3.565241266977776935e-03,3.186775472151403242e-03,1.538584053384172909e-03,4.356935284628357490e-03,1.448411254852207189e-03,3.761239409995029235e-03,3.810539450529832565e-03,1.452669990020220500e-03,4.536338784803231952e-03,8.707974492930599820e-04,1.733927959418226847e-03,1.593227559873416519e-03,6.969429743679516481e-04,4.975787350441279039e-03,1.063255965882712283e-03,1.846317584126704351e-03,2.218957213573301539e-03,1.102561557879445714e-03,0.000000000000000000e+00
5.568030485830105167e-03,8.231253555805954220e-04,1.828602945949785652e-03,1.840506355550082865e-03,1.024697443835996362e-03,6.536102479165071567e-03,1.130080164551753186e-03,2.487788539111667092e-03,2.449074026029093680e-03,1.110089793452671272e-03,6.730817570966263035e-03,2.596749539382046165e-03,3.427519401263131628e-03,2.941971796537969953e-03,1.777314054437634412e-03,4.529269882129653875e-03,1.620469210514865555e-03,3.742021734506414347e-03,3.515057917738152651e-03,1.574112172338039579e-03,5.917617361107246551e-03,8.005358851263839762e-04,1.520966416889904874e-03,1.440000396690928677e-03,8.177523253893857237e-04,7.588166410869242630e-03,1.184926493914251503e-03,2.154040746799484093e-03,2.234664166236059128e-03,1.191192398314077890e-03,0.000000000000000000e+00
3.303536449082698691e-03,6.364809071294761679e-04,1.608596837416251691e-03,1.467503627668257857e-03,9.960640982507053785e-04,3.771185840742027461e-03,8.517530036149826775e-04,2.066027408963127480e-03,1.565413700589120445e-03,1.167465170587393512e-03,5.122815690216398106e-03,1.969813998196855848e-03,3.188152813807523626e-03,2.316935088372786954e-03,1.659321557730186747e-03,3.679697655574871735e-03,1.113883555222556273e-03,3.325612554551575593e-03,2.596014009696572325e-03,1.419352552185199068e-03,3.351620903661050536e-03,6.131013188361344795e-04,1.406145705497591257e-03,1.246946019287266741e-03,7.401354188913368201e-04,3.170697990339725256e-03,8.703804870678916866e-04,1.931050328660235006e-03,1.530359381831820301e-03,1.211541879212534381e-03,0.000000000000000000e+00
