p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,target_class
1.656226915645447276e-03,5.376407202584771372e-04,7.517516779638798528e-04,1.133406932361540401e-03,7.179908767220876710e-04,4.462994056611217959e-03,5.633236787459758874e-04,7.281181395671943194e-04,1.155107592365265182e-03,8.518168666226856459e-04,1.619397976704501198e-03,6.378892445382760125e-04,8.213768664421720964e-04,1.810256623629567796e-03,1.079146978478035153e-03,1.890775907184139145e-03,6.807863616405989337e-04,8.080340629280929757e-04,2.304982966892955148e-03,1.315165261819834560e-03,3.111584878962795481e-04,1.572892602765839408e-04,3.683525445850421680e-04,7.443276823207807449e-04,5.203335032446072209e-04,1.172750742675507862e-03,3.606116833519862103e-04,6.735284797454552282e-04,1.098285076302843877e-03,8.207901336823213503e-04,0.000000000000000000e+00
2.475242799863075840e-03,5.027115479105140295e-04,8.502082180321358321e-04,1.136566940217943527e-03,7.726154888170065540e-04,4.384086756862005940e-03,4.959724200641620713e-04,1.008948697119267874e-03,1.146147886066079587e-03,9.842402152640504498e-04,1.327995034603387213e-03,6.016143850930804607e-04,8.363742786212235037e-04,1.996372292848161249e-03,1.210275951280424898e-03,1.676168685859256990e-03,5.569810564369231812e-04,8.207230509381555853e-04,2.124658005751878763e-03,1.438910242630308265e-03,3.285275063414189417e-04,1.831034106281622222e-04,4.874380134080190299e-04,8.028164871495485980e-04,5.439143500411841321e-04,9.942656313158603019e-04,3.151319899794447366e-04,6.056559848551452182e-04,9.302199043987827848e-04,7.679361018598191780e-04,0.000000000000000000e+00
3.788549477097462662e-03,5.791319090844882249e-04,6.788441228081215899e-04,1.257329403040008875e-03,9.459530086572109355e-04,4.012241402073458453e-03,5.446668550288103058e-04,6.975167926028189025e-04,1.258550003806278199e-03,1.025328095519851407e-03,1.584103041047736941e-03,6.701498859100176375e-04,1.319888016609413895e-03,2.382038861618877758e-03,1.756012741640888613e-03,1.897037590373066044e-03,6.530381485322776141e-04,7.982271588064919227e-04,2.590353217490144050e-03,1.507886869444277590e-03,3.177546995959959963e-04,1.669729864041352794e-04,4.630220221683891942e-04,8.638928067355794915e-04,6.519978011969605270e-04,9.433098934708033416e-04,3.434762242393679622e-04,5.148358461359381702e-04,1.064359836895429441e-03,9.040783434556647329e-04,0.000000000000000000e+00
1.675297485423967586e-02,7.986575003874232630e-04,1.388149372173299537e-03,2.408194885084008040e-03,7.709491321012099021e-04,7.436772345577292824e-03,6.768403454151408847e-04,1.638048386735091455e-03,2.659194961782757743e-03,9.592967841132360365e-04,5.376440500972292855e-03,8.142586650486359490e-04,2.171932987953085776e-03,3.957576323738989585e-03,1.498518817401933365e-03,3.471635939692388397e-03,8.242728565650929689e-04,2.211279246534113459e-03,3.679159202495434905e-03,1.513804557594719200e-03,4.179894523222205116e-03,6.111202674360548997e-04,1.095628165952759097e-03,2.064151398471156425e-03,6.797074717436843612e-04,4.992287477105426981e-03,5.193273937846190451e-04,1.206166652080433973e-03,2.072501461321271145e-03,8.596056988378575304e-04,0.000000000000000000e+00
1.071887156977347974e-02,6.630860654099049369e-04,1.375757075385984369e-03,2.521441849285674039e-03,8.091907427348039947e-04,9.169047901240120341e-03,5.796174994705206515e-04,1.573409941686587220e-03,2.511079509184139559e-03,1.019445484649040418e-03,4.693677316888760290e-03,7.777746068778235589e-04,2.042040220457719529e-03,3.643749602962353604e-03,1.301582224106215485e-03,4.675213990887609923e-03,7.515390768769820637e-04,2.229032061892663452e-03,3.263276830107960953e-03,1.572141998343439592e-03,4.373456877102310444e-03,6.364405705771414680e-04,1.080765421789301210e-03,2.129478833544803246e-03,7.236027785482647585e-04,4.542747471401356076e-03,4.877937871940434943e-04,1.382988782893368115e-03,1.864018499221512058e-03,1.039624030543054040e-03,0.000000000000000000e+00
9.413821878432229034e-03,6.619553167040990223e-04,1.369295269656932391e-03,1.919323313232851672e-03,8.335760406096371158e-04,5.674108147361574955e-03,4.217040532262629829e-04,1.600178007290340050e-03,2.041930432442886582e-03,9.474454889906323753e-04,5.768290344992455312e-03,6.877582585282039553e-04,2.235193212086978957e-03,2.654001995185546400e-03,1.430122650223270876e-03,3.993709125068671366e-03,6.109313642730576773e-04,2.241701804687854134e-03,2.483710883540216768e-03,1.462118246902825106e-03,5.774693793997999307e-03,5.465825753735791773e-04,1.122532081774715558e-03,1.622854349328767265e-03,8.304505334869448797e-04,4.193725280321766377e-03,4.372049004452572131e-04,1.312508418744470729e-03,1.447490377149033636e-03,8.756211632482454720e-04,0.000000000000000000e+00
7.077173997452829504e-03,6.575901846096680447e-04,1.337430237669557124e-03,3.798634562411605520e-03,7.775987631585512235e-04,5.538846930564285398e-03,6.490291970110212893e-04,1.575278108052436624e-03,4.015848944027035176e-03,9.483207938314497940e-04,4.708687169568713700e-03,9.432592422152950244e-04,1.948312812839719365e-03,6.042404197844275168e-03,1.211931207176834575e-03,3.691432027796879081e-03,8.568484345876444148e-04,2.284631084561527560e-03,5.653251174051451833e-03,1.396050659078540684e-03,2.683816529411207907e-03,6.072312539631431185e-04,1.110304027149193592e-03,3.184078852865698979e-03,6.987339392537203660e-04,3.390604856009173020e-03,5.627849516066458970e-04,1.379343737834409344e-03,3.072129077032339107e-03,9.696685920416305915e-04,0.000000000000000000e+00
7.737410839421813430e-03,7.211038339210225790e-04,1.206637261769819350e-03,3.185251718904867548e-03,8.711375598870208783e-04,7.816888449454256066e-03,7.825750420073310796e-04,1.362930090307243065e-03,3.284397458629225407e-03,1.017757407555787506e-03,5.594132573997755500e-03,9.506451646731651486e-04,2.053966582153535399e-03,4.799672942773213283e-03,1.218604707767430902e-03,4.203793137783670697e-03,9.897996047239935105e-04,1.989653021732175169e-03,4.351580709465865254e-03,1.323954275023730802e-03,6.030158429856187843e-03,6.954317386975704960e-04,1.076110115961773734e-03,2.524609863091706752e-03,7.974791771161288643e-04,7.223481593949220882e-03,6.890492605184628770e-04,1.225942137975168881e-03,2.440401502400107656e-03,9.987718072680380841e-04,0.000000000000000000e+00
1.145797045147145532e-02,5.866502692400410446e-04,1.254826269933954431e-03,3.465162137567794759e-03,9.727706784008449117e-04,1.105210448911977776e-02,5.107545227023904677e-04,1.407758772203381806e-03,3.579631062133113110e-03,1.098737298325180769e-03,6.716758682811742667e-03,6.437109825704992764e-04,1.843232172537675757e-03,4.977259844559810478e-03,1.466216408201319972e-03,5.017312501695537878e-03,5.825360581180155347e-04,1.855272366009817981e-03,4.495422878434532366e-03,1.590561604686017289e-03,7.476536099011221737e-03,5.157896706566251826e-04,1.075190228395981988e-03,2.618541357994890514e-03,8.684928069035765131e-04,8.941274189698781780e-03,5.596883566629519110e-04,1.164459976270395755e-03,2.543472760368326643e-03,1.218308220102315258e-03,0.000000000000000000e+00
1.027347858188685722e-02,9.936558386439153529e-04,2.343296499842618605e-03,7.322736921049357271e-04,6.569683900336073697e-04,4.558222117934777190e-03,5.641218904176060773e-04,2.518930687391469220e-03,8.743068079754165401e-04,5.398118963114028777e-04,4.513648832419836499e-03,1.015152191225744075e-03,4.481620895817490027e-03,1.571899686067543354e-03,9.196520449736822998e-04,3.485447302088152694e-03,1.071420716727508734e-03,4.568893710107063515e-03,1.640321506406837611e-03,9.571309096068038791e-04,4.514649283797819365e-03,4.991370685715495635e-04,2.059795122083289340e-03,6.031065479399181110e-04,6.033185581568064042e-04,3.240619484334878765e-03,7.828244003780452775e-04,2.494227021842801775e-03,7.947625041864964449e-04,5.528211573955364895e-04,0.000000000000000000e+00
1.268388031317869459e-02,1.067815914558366925e-03,2.705428674891384271e-03,1.013333764813455998e-03,9.138157977385847220e-04,4.469027524463007293e-03,6.966487221272969939e-04,2.783244225829577083e-03,8.466148253189032620e-04,6.902201210775668790e-04,6.200415151078614816e-03,1.540470342430807832e-03,4.785353330844666769e-03,1.624472778971503906e-03,1.028098329671581126e-03,1.112219957827781380e-02,1.875494451959338563e-03,5.017606327247434855e-03,1.619883301873971480e-03,1.167730731841580463e-03,7.034711427083205522e-03,7.372358948471870567e-04,2.484457205716557315e-03,8.455799567664303538e-04,8.682990362945304259e-04,7.671503801866822597e-03,1.849656686012594907e-03,3.358031288390134293e-03,1.217489088879270464e-03,1.284428520412597132e-03,0.000000000000000000e+00
1.187270682832068137e-02,7.302634463276265345e-04,3.154948285450446567e-03,1.098009712152502601e-03,1.095705698583857414e-03,4.701633447510003214e-03,5.372620031052532984e-04,2.702244933665662058e-03,1.031121182313927487e-03,7.648315778812371079e-04,5.252346689040615114e-03,1.110247712565015643e-03,5.625790122166652099e-03,2.095990950088629564e-03,1.223159343773486596e-03,5.781035676644515932e-03,1.200152389936260050e-03,5.564049938864458998e-03,2.058396592096791832e-03,1.256725781066733195e-03,6.977800012516636313e-03,4.688037811710724936e-04,2.760015986396432627e-03,9.938953321226135472e-04,8.230755975879320901e-04,3.475166786043032766e-03,7.341822255056515856e-04,2.421351161355577743e-03,9.800830209087899730e-04,7.401673906250676822e-04,0.000000000000000000e+00
9.773195167551483251e-03,9.754252376593584807e-04,2.296636417116216470e-03,1.993388766204076332e-03,7.989424589347341506e-04,3.132854259754417215e-03,6.889352127266495582e-04,2.161531251451586939e-03,2.137687825996946716e-03,7.692595916875557237e-04,4.539383026842344453e-03,1.467434714486261487e-03,3.947094470809566630e-03,3.701129646654965737e-03,1.071773281237406016e-03,4.938528149526042778e-03,1.426573627683862342e-03,4.012120445831180229e-03,3.977911441522735680e-03,1.241421746903514228e-03,4.844770000763132592e-03,7.619534138858160286e-04,1.945146507986337267e-03,1.833981145101082995e-03,6.398212208865059706e-04,3.042266756843867159e-03,8.502299694597784943e-04,2.242077446964958840e-03,2.039522138252987393e-03,7.117428381867677315e-04,0.000000000000000000e+00
7.156143536940841841e-03,1.119500942634970783e-03,2.127299062991377335e-03,1.402291416313869183e-03,9.602288251474668836e-04,4.762627047601488903e-03,7.011461233121512194e-04,2.030591874806960372e-03,1.563111961758683601e-03,8.124910071511600189e-04,3.585854447849653494e-03,1.515882706980502433e-03,3.864355399400480878e-03,2.550198825832114546e-03,1.341271547042949567e-03,4.622749338379066736e-03,1.297702362407605415e-03,3.994624820436800533e-03,2.815557951982690810e-03,1.293644122100648646e-03,4.565007901877624064e-03,8.810944757487140962e-04,1.859797432486078473e-03,9.718394078442893231e-04,7.836715121258485631e-04,3.600411461780584667e-03,7.684173142844916322e-04,1.988304098560575266e-03,1.389437299906365678e-03,7.817156574537588529e-04,0.000000000000000000e+00
9.979545991973357011e-03,8.382060205866162647e-04,2.143589174427374885e-03,9.787930880428732765e-04,7.795665332182550146e-04,2.937633297546966057e-03,5.350026620134499438e-04,2.301853925110870693e-03,1.201648013265853082e-03,7.127309881422650220e-04,3.556575833156737365e-03,1.043309453994577902e-03,3.665459287849301938e-03,2.071983000856725612e-03,1.090568053778257114e-03,3.680502214870048829e-03,1.053560990983423836e-03,4.013970764524439801e-03,2.276910688580290054e-03,1.189835507694097898e-03,3.339302113525214125e-03,5.531654360611030184e-04,1.809946131937941686e-03,8.645621643837800600e-04,6.208948829636291682e-04,2.516801777011009288e-03,6.662806800828903909e-04,2.117987101018921955e-03,1.129478287044291063e-03,6.273899485240148725e-04,0.000000000000000000e+00
6.312672440631664911e-03,1.137971605696487748e-03,7.612329573664171865e-04,4.065061784471887211e-04,8.802639017730375885e-04,1.309967585666023566e-02,1.265393886001736461e-03,7.831842731563724413e-04,5.392741664863610071e-04,1.097063812029020965e-03,5.905866140705907930e-03,1.636581582056512380e-03,1.129838385780046559e-03,5.373266515368328115e-04,7.594330959038550662e-04,6.243051678379745069e-03,2.086643064744826692e-03,2.833684548371806240e-03,1.399236363402056810e-03,8.056541903973088621e-04,7.381804495672585932e-03,7.844256697900921487e-04,6.133864207268106480e-04,3.251343665028221582e-04,8.007097162938495724e-04,8.807085052725115160e-03,1.182179362620334366e-03,8.699117208483048884e-04,6.023857466926970262e-04,1.612172231155741941e-03,0.000000000000000000e+00
5.225563523248915460e-03,9.704178051448337280e-04,1.608084406161498824e-03,4.820529888207211169e-04,1.162237084930348770e-03,8.901551439837078819e-03,1.319002557675217529e-03,1.827220266910941108e-03,7.270022679662654181e-04,1.310562051529446867e-03,4.279215989894071502e-03,1.383187281590439249e-03,2.946467534401582371e-03,7.507063518543389234e-04,1.069534903300146727e-03,5.413642195638970929e-03,1.853309320776888374e-03,4.937203210141818260e-03,1.631384173889646651e-03,1.131788084748423882e-03,6.372845612361211463e-03,7.822253820561527729e-04,1.308569331408067100e-03,3.931206901678326645e-04,1.041105028505349408e-03,7.176747315351373301e-03,1.291461173774650526e-03,2.066669954942969463e-03,7.491144929082884556e-04,1.957174655994360721e-03,0.000000000000000000e+00
6.193781812682706486e-03,8.103268703707262226e-04,7.410051983544008137e-04,3.682772879989711047e-04,9.210818064346627809e-04,8.791826480947520506e-03,1.069573099050661431e-03,8.608644342838994538e-04,4.645271105854383280e-04,1.221126995690168231e-03,5.553511413515769927e-03,1.151940127336553146e-03,1.174111991738957701e-03,5.309682440909594021e-04,7.268017783811431872e-04,5.781435171837071181e-03,1.691609864493948167e-03,3.291536727071714321e-03,1.601295643275389095e-03,7.296002763711774159e-04,5.350029297811341629e-03,5.736861024020416082e-04,6.145269259716157947e-04,3.375928282994389686e-04,9.184249499690265526e-04,1.041127589928410660e-02,1.217488274653020022e-03,8.615993129430435512e-04,5.132809806448635631e-04,1.630712946772789815e-03,0.000000000000000000e+00
8.537285571247407376e-03,8.586822766788080544e-04,9.631952070875126346e-04,4.372585476719762312e-04,1.045743535247985060e-03,6.487023136752641077e-03,1.006539556374550252e-03,1.201158651663537715e-03,6.400177564458160284e-04,1.338472052831819270e-03,4.921783460219547254e-03,1.286086492967526695e-03,1.708180729296318546e-03,5.005937629348815266e-04,9.003109910776200143e-04,4.608558541373519377e-03,1.560323613121519879e-03,4.369847245514804288e-03,1.904516666923054954e-03,1.057132288703005419e-03,7.949884176949950296e-03,6.419367646176631992e-04,8.012391968508956411e-04,3.938598668165034337e-04,1.083960947278804791e-03,8.297784690484939080e-03,1.113827496716284166e-03,1.295320383427912662e-03,6.344686125507545968e-04,1.839789294575614647e-03,0.000000000000000000e+00
5.197669976405563420e-03,8.168096634920679741e-04,1.133993393506282704e-03,4.805473827026629681e-04,8.457948452344633394e-04,6.284171872293727555e-03,1.051601263612118127e-03,1.543694978502741910e-03,6.673055823350438828e-04,1.065551992594377002e-03,5.062266551312057800e-03,1.192466309048385289e-03,1.969964502484136595e-03,7.400288289179360237e-04,7.690500532303754747e-04,4.258677553218156824e-03,1.525743894580968091e-03,5.917534417415820994e-03,2.322360788201213375e-03,8.812520348747804842e-04,4.973570297828880556e-03,6.793493391997477071e-04,8.370578140471888074e-04,4.536041079960474644e-04,9.722881608222528390e-04,7.232664206859822434e-03,1.082462420265947441e-03,1.713740827538460989e-03,8.427696866476134911e-04,1.258491647128340534e-03,0.000000000000000000e+00
7.739964054108792318e-03,7.682949119392302800e-04,6.616859539709178499e-04,3.983419378797883447e-04,7.499243082944117124e-04,7.772179135427207362e-03,1.120397418006943702e-03,8.195365156758400776e-04,4.320975969583010896e-04,8.942404752688773439e-04,6.545859348936317566e-03,1.429274145188807067e-03,1.386485247678034350e-03,5.356684460934171919e-04,7.160620741368256418e-04,6.294284143300102503e-03,1.780175362437435476e-03,2.431540271062094041e-03,1.304979870614645862e-03,1.346707278319439916e-03,7.523895688768726144e-03,6.377808501880558164e-04,5.425245374762766590e-04,3.182098726525682238e-04,6.699918328834722492e-04,8.064975821425710706e-03,1.241255285817138539e-03,8.718260208385253743e-04,5.915336467740605134e-04,9.960142655145939623e-04,0.000000000000000000e+00
8.804665507984862222e-03,1.309069863837005777e-03,4.166063271368678628e-03,1.359426570632812437e-03,1.331339624414958067e-03,1.607235105710174555e-02,2.238019714590448392e-03,1.704903219766855773e-03,1.211346074105987486e-03,1.636546310135608825e-03,5.435750395518211542e-03,1.431538554971064975e-03,2.199532704671717381e-03,1.836404375487191718e-03,1.549546373471350370e-03,6.274355500369285625e-03,2.070998151332350407e-03,4.563658645378984580e-03,1.984633709811715885e-03,1.934883055149486412e-03,5.112516446957916967e-03,1.362002300045450035e-03,1.483316562482484783e-03,1.265759445037008529e-03,1.504672640586217185e-03,6.454401261075676938e-03,8.869329047316528748e-04,1.915309170844387053e-03,1.211376281950312826e-03,1.133637912412271661e-03,0.000000000000000000e+00
9.205543256435761573e-03,1.529476071811858425e-03,4.997868547599913260e-03,1.517776087138471112e-03,1.195690658346703662e-03,1.763784312433990670e-02,2.415399883115696821e-03,1.386551633717501191e-03,1.420639404223779899e-03,1.568940563624934923e-03,4.286530649965352574e-03,1.399820283801733387e-03,1.918066952465894738e-03,2.205026206664383211e-03,1.324792006585983912e-03,4.724773336274174992e-03,2.810123695654454922e-03,4.626108073470164284e-03,2.409102240143100489e-03,1.801869749984188898e-03,5.090939833692333105e-03,1.552648636786433702e-03,1.282531229336294262e-03,1.540847509625826051e-03,1.234336103571270424e-03,7.591754929394473744e-03,9.677778522451919128e-04,1.623368848453916749e-03,1.338409222161901762e-03,1.064678554090780962e-03,0.000000000000000000e+00
1.433792367414592553e-02,1.400466891765427295e-03,4.161696565762903859e-03,1.572695538348684897e-03,1.181903773573108555e-03,1.279293685140999587e-02,2.187806572680235304e-03,1.753166673878546293e-03,1.362663371156586870e-03,1.516538920183363535e-03,5.596670657900483861e-03,1.545957745660463210e-03,2.576344437177044942e-03,2.172298366271249032e-03,1.262011049575774424e-03,4.422033752275593942e-03,2.239488374505750612e-03,4.066143505734113803e-03,2.339606914653093433e-03,1.807156037704232398e-03,1.134736469522477746e-02,1.802637796847355841e-03,1.839203001098911085e-03,1.623257201877284332e-03,1.144969744602254659e-03,5.689572992156776386e-03,7.977829367916880856e-04,1.888022271252909941e-03,1.368568793396148387e-03,1.122017982641534874e-03,0.000000000000000000e+00
1.185012960243025763e-02,9.872148762619685144e-04,2.254918286657904732e-03,1.733678027103020564e-03,1.045098024316579947e-03,2.034027993872555840e-02,1.626299420796963567e-03,1.500412556031642183e-03,1.804027180767095884e-03,1.477823697165037359e-03,5.891187716500148261e-03,1.328148252368082727e-03,1.752995336128949791e-03,2.565975045822670598e-03,1.279461790509766120e-03,6.042957194110665751e-03,1.486889327092256194e-03,3.322230872925139959e-03,3.129499635608459958e-03,1.866438800993795374e-03,6.482943215712354788e-03,1.480686305171820044e-03,1.279958976295682629e-03,1.872760658155651946e-03,1.409867411167399585e-03,8.307371097720889566e-03,9.338790525785887076e-04,1.513814933162397442e-03,1.771770067382563490e-03,1.164304457909672323e-03,0.000000000000000000e+00
8.713865035180994728e-03,8.221855562828495534e-04,1.598260313093942918e-03,1.198039309721490777e-03,7.880751924224894608e-04,1.688809173984911344e-02,1.957846743566199997e-03,1.432958828687405173e-03,1.179177195496838339e-03,1.232690102306268753e-03,5.114652786036836228e-03,1.359989084768890508e-03,1.762589181729833825e-03,1.728873522033063390e-03,1.207137788498997052e-03,5.806459047555205359e-03,1.672798496038572710e-03,2.892669837973692228e-03,2.511179854797205343e-03,1.603417630898020235e-03,4.839147271778221696e-03,1.523371896815781286e-03,1.306496018444255110e-03,1.220153350122723645e-03,1.091190246611541213e-03,6.643701698381035414e-03,9.382607111932490460e-04,1.286036398895859870e-03,1.233142530025210142e-03,1.027875987013241246e-03,0.000000000000000000e+00
7.528766059781014444e-03,1.076717850551641093e-03,1.168233646964620840e-03,1.082775078356495134e-03,7.272538708870243587e-04,2.661672601006641325e-02,2.364992267076726409e-03,1.659325029053486736e-03,1.454698233645469220e-03,1.336730654077876012e-03,5.323836011777738700e-03,1.833129637304248185e-03,1.795969941074772053e-03,1.701258971202503599e-03,1.213318109924071053e-03,6.612021614424369066e-03,2.291524564795045012e-03,2.002094215102414448e-03,1.847426510757720292e-03,1.709627166719417156e-03,4.942136705991063104e-03,2.058212221668161493e-03,1.226526462245010850e-03,1.223634547770025439e-03,8.706206880061311340e-04,9.807411941081867202e-03,1.086851209116728497e-03,1.299539769897905791e-03,1.306457431145304588e-03,8.444741152335716056e-04,0.000000000000000000e+00
9.613071060852518062e-04,2.361138428012977530e-04,9.951474809850129315e-04,6.704767576873275209e-04,3.791418873400944625e-04,1.013696285767054029e-03,2.956494155882601364e-04,1.343755286122792856e-03,8.461668403485526554e-04,5.153019789741577258e-04,1.544223962641871764e-03,5.259364793651546272e-04,1.668772907382449133e-03,1.006110059263430048e-03,6.925714729326066035e-04,1.302558588138196015e-03,5.072198586487446049e-04,1.892785578765095221e-03,1.059934456766783691e-03,7.312976143944037357e-04,1.188652229918838203e-03,2.312436346507129592e-04,7.585333900195393797e-04,5.171319256431357010e-04,2.856971080686319638e-04,3.285790833198944973e-03,4.304349628533189862e-04,1.318740214787454635e-03,7.180555704270274401e-04,5.053302109394473482e-04,0.000000000000000000e+00
7.826413259940282570e-04,2.909348041525483325e-04,8.435156208292599392e-04,9.574941160228215902e-04,3.958169700608043682e-04,1.024432357787579111e-03,3.234399349412411979e-04,1.135791014445541695e-03,1.104772037477939331e-03,5.425918711802134005e-04,1.657561289977019280e-03,5.058469631689774173e-04,1.395867900800639447e-03,1.354898351351079737e-03,7.600612285947520950e-04,1.578672478505158822e-03,4.472640083175273367e-04,1.557997192294002103e-03,1.396113976757281652e-03,7.720927143125713796e-04,1.260933418589490649e-03,1.992728354831114178e-04,6.300566218747325224e-04,7.360789668681428765e-04,3.226108356268485625e-04,3.287282361570419316e-03,4.841315974977153705e-04,1.156659722137859695e-03,9.064795453553365929e-04,5.766536590742778971e-04,0.000000000000000000e+00
9.410572349276641541e-04,1.972945483444833845e-04,9.717135866005062591e-04,9.327764394904537563e-04,4.153148439272267276e-04,7.053794485526979248e-04,2.507044595362943563e-04,1.353717345917812131e-03,1.207012458154683391e-03,5.985932845648297279e-04,1.831500661810004814e-03,4.079369204344676495e-04,1.773986450392149973e-03,1.345546118915955623e-03,8.053358851971998420e-04,1.591922487059047779e-03,3.778380787625645822e-04,1.972925830461962592e-03,1.642214435247582680e-03,8.368408886850036690e-04,9.812780956276810455e-04,2.091450620583966879e-04,7.438837237051200077e-04,6.692849684975146329e-04,3.272638454224116025e-04,3.593466966908876337e-03,3.711198953642943122e-04,1.379000453154658346e-03,9.969793166823143205e-04,6.040263853795167304e-04,0.000000000000000000e+00
1.046962957792855250e-03,2.409055866142824028e-04,8.260795532096989330e-04,6.869922477454918578e-04,3.686649738765053648e-04,8.952200063413052588e-04,2.214401295030174618e-04,8.965136222373439392e-04,8.922095769786223592e-04,5.731615053962633424e-04,1.605560780370705572e-03,4.768947723911094640e-04,1.478955362788726257e-03,1.082921477498685484e-03,7.317738839728296293e-04,1.298134711972827749e-03,4.169521005658565339e-04,1.367020940061326349e-03,1.384539959559035480e-03,8.500683905884405447e-04,2.494758651963952141e-03,2.142266431027851686e-04,6.267958969196960441e-04,4.902621971401286468e-04,3.055818472379176541e-04,2.594729308737976203e-03,3.241022765953740950e-04,8.171705004394142846e-04,8.083849437838716828e-04,5.390958926952695539e-04,0.000000000000000000e+00
1.136344382383876585e-03,2.175889619933123794e-04,8.843277524592801789e-04,8.022570874189100150e-04,3.617676100497633444e-04,1.069250127771742510e-03,2.749458373353284792e-04,1.046626134731123547e-03,9.779755139904370859e-04,5.704063980654240206e-04,1.801350099551049869e-03,5.067923572570627415e-04,1.412406398571351435e-03,1.119724130980952539e-03,6.521034973181769967e-04,1.399777510718041261e-03,4.408647774507495703e-04,1.488767458832381593e-03,1.223609079295187021e-03,8.028118279441215279e-04,1.696316346790625960e-03,2.407665108288915617e-04,5.897731942540039747e-04,5.752386951379692649e-04,2.861160805953377999e-04,3.031484720269066700e-03,4.149290182389301935e-04,9.885233738472990871e-04,7.572127896023513310e-04,5.761923725656679885e-04,0.000000000000000000e+00
7.295540769764563387e-04,2.095096105178823997e-04,1.071549698212394784e-03,7.664324698295529176e-04,3.818387046656075614e-04,7.703128108311195791e-04,2.176611606941820432e-04,1.277740402942916312e-03,8.798764687181858226e-04,5.153325644975977190e-04,1.371573171702183134e-03,4.110457220658835583e-04,1.714085821822344076e-03,1.210566599376742191e-03,7.261515445407147867e-04,1.235075565293090524e-03,3.836540224260578469e-04,1.680059856380117234e-03,1.329083118966156154e-03,7.579312381389095160e-04,1.002620057298822661e-03,1.575299520070679070e-04,7.722392009637327193e-04,5.451209876910025108e-04,2.954842072578827772e-04,3.946406114580515608e-03,3.596032745871967362e-04,1.040543813931363824e-03,7.865061104606441795e-04,5.608607052353066155e-04,0.000000000000000000e+00
7.891263210739001693e-03,1.163370088913791419e-03,1.588324147258226996e-03,9.798991252806055555e-04,1.327029893970137035e-03,2.065230109917206083e-02,1.653225685894537268e-03,1.891367373284826795e-03,1.261150989866650397e-03,1.686659051362872797e-03,1.408735533407743518e-02,1.897570501105554086e-03,2.628995441192960060e-03,1.554223332667775898e-03,2.549961495310873807e-03,1.214046265167418107e-02,2.191373876761271589e-03,2.729580029516784963e-03,1.576751810612162397e-03,2.957201622058903533e-03,7.327978844475928170e-03,1.051970060839544502e-03,1.523825219290808304e-03,8.710630878521110482e-04,1.119478898996250195e-03,2.624619532195692981e-02,1.802704290626074880e-03,1.958718724817743069e-03,1.243628124289667194e-03,1.577481508617563366e-03,0.000000000000000000e+00
1.016246810539151932e-02,1.821515830023810647e-03,3.495277488924856089e-03,1.456039618652781031e-03,1.447590136011653230e-03,2.463531421695075441e-02,2.310933926601836316e-03,3.444387687391647218e-03,1.631598877952798298e-03,1.698262522138194522e-03,1.311552544678721254e-02,2.990676157696287290e-03,5.841541032298451681e-03,2.902374787634362345e-03,2.863114461198149920e-03,1.476271530633387757e-02,2.699661509258321178e-03,4.832568078236279194e-03,2.894437842072120938e-03,3.369261693216545929e-03,9.709343943923776435e-03,1.684349366885455525e-03,3.383656825601396786e-03,1.425102756551849086e-03,1.290624142371454234e-03,3.132223428978136992e-02,2.527861874147694504e-03,3.431470036841169271e-03,1.666760231362185256e-03,1.653394291602593722e-03,0.000000000000000000e+00
7.414804005557754443e-03,1.997148396376082369e-03,2.052404046185942951e-03,9.259256258609572122e-04,1.262467305670706818e-03,2.609919798571738031e-02,2.630502094957743765e-03,2.496583598025757522e-03,1.164102681734071731e-03,1.513723466709656837e-03,1.277168792367287982e-02,3.408135914216345493e-03,3.648652669347171064e-03,1.564464302230136970e-03,2.310498565272470564e-03,1.333567501967572975e-02,3.807188514724104030e-03,3.307542923989628854e-03,1.954068440665220237e-03,2.516752569323711143e-03,6.756898975818798926e-03,1.668394759792674433e-03,2.101526723019904192e-03,8.668948937490246563e-04,1.068921359902406725e-03,3.564027989104856520e-02,2.824722921309291007e-03,2.599555692738478481e-03,1.167838966281473708e-03,1.380885368901149744e-03,0.000000000000000000e+00
1.410628359360065372e-02,2.694529555555756108e-03,1.794988434202167676e-03,1.246864583125361888e-03,1.595445948989394685e-03,3.086493763289734765e-02,2.411717194203780949e-03,2.725879849724457092e-03,1.715262839898716281e-03,2.085459213080816891e-03,2.106546579155724533e-02,4.666581912041615349e-03,2.507707621588329498e-03,2.021130603145958847e-03,2.975466165026982059e-03,2.498690691633558697e-02,4.215323690303787209e-03,3.087545583307201719e-03,2.419562463988998366e-03,3.350361486939039922e-03,1.261651178597730620e-02,2.583762578028466535e-03,1.488443994838595068e-03,1.089896799612508505e-03,1.335905916082616093e-03,3.764456644374738342e-02,2.497077455314509510e-03,2.541606567114055876e-03,1.698651645491514213e-03,1.702762152417105004e-03,0.000000000000000000e+00
