FP1_THETA,FP1_ALFA,FP1_LOW_BETA,FP1_HIGH_BETA,FP1_GAMMA,FP2_THETA,FP2_ALFA,FP2_LOW_BETA,FP2_HIGH_BETA,FP2_GAMMA,F3_THETA,F3_ALFA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,F4_THETA,F4_ALFA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F7_THETA,F7_ALFA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F8_THETA,F8_ALFA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,T3_THETA,T3_ALFA,T3_LOW_BETA,T3_HIGH_BETA,T3_GAMMA,T4_THETA,T4_ALFA,T4_LOW_BETA,T4_HIGH_BETA,T4_GAMMA,C3_THETA,C3_ALFA,C3_LOW_BETA,C3_HIGH_BETA,C3_GAMMA,C4_THETA,C4_ALFA,C4_LOW_BETA,C4_HIGH_BETA,C4_GAMMA,T5_THETA,T5_ALFA,T5_LOW_BETA,T5_HIGH_BETA,T5_GAMMA,T6_THETA,T6_ALFA,T6_LOW_BETA,T6_HIGH_BETA,T6_GAMMA,P3_THETA,P3_ALFA,P3_LOW_BETA,P3_HIGH_BETA,P3_GAMMA,P4_THETA,P4_ALFA,P4_LOW_BETA,P4_HIGH_BETA,P4_GAMMA,O1_THETA,O1_ALFA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALFA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,FZ_THETA,FZ_ALFA,FZ_LOW_BETA,FZ_HIGH_BETA,FZ_GAMMA,CZ_THETA,CZ_ALFA,CZ_LOW_BETA,CZ_HIGH_BETA,CZ_GAMMA,PZ_THETA,PZ_ALFA,PZ_LOW_BETA,PZ_HIGH_BETA,PZ_GAMMA,A2-A1_THETA,A2-A1_ALFA,A2-A1_LOW_BETA,A2-A1_HIGH_BETA,A2-A1_GAMMA,target_class
2.323897991164869479e-03,6.594834393193779558e-04,7.610835341106841380e-04,1.154863878110574602e-03,7.240381660690135574e-04,3.587109616400627806e-03,8.752420854041627254e-04,8.197784011072440551e-04,1.087614867252815771e-03,9.060547546745905019e-04,1.892303798216061952e-03,8.581187418153627712e-04,9.109024911063179396e-04,1.874405805161095343e-03,1.206211165473126522e-03,2.261503044280153973e-03,8.529899271477993589e-04,9.454764492607258420e-04,2.345886518596179172e-03,1.555112980469359769e-03,4.203201773915611985e-04,2.052865106197296579e-04,5.389223595493684155e-04,7.581234769015813548e-04,5.555826936380747066e-04,1.285939837957080292e-03,4.497963882640071279e-04,6.297475306493277017e-04,1.049810432881731308e-03,8.042098915791860876e-04,4.752311244390071930e-03,3.529484965189236961e-03,3.773677506418235926e-03,2.110642514580956218e-03,1.018533155127151427e-03,2.665300626605330778e-03,8.781053483208689026e-04,7.324863689548095956e-04,1.344130735207480637e-03,7.339464146763999578e-04,3.013909460457993728e-03,1.251673363115357466e-03,1.146264500799736887e-03,2.841057122676220008e-03,1.399515547059235849e-03,6.099012649851875446e-03,1.780141673889444522e-03,1.471624049195403112e-03,2.392657284701497043e-03,1.199186601423203428e-03,1.766403757549492260e-03,5.733389299730435110e-04,2.424694350474900645e-03,1.736822476881109099e-03,1.016878184979444662e-03,3.551715321356463135e-03,7.800252322812761905e-04,7.648819693370286377e-04,1.711312501486701981e-03,8.340148312682639682e-04,3.204756768143139818e-03,1.063287663133443339e-03,1.237652935761062280e-03,3.742206343946554055e-03,1.392496433169861754e-03,4.627856918196187989e-03,1.490492140423748746e-03,1.116636092700087901e-03,4.643604937970141622e-03,1.278701022086832940e-03,4.625717263923083584e-03,1.120506653754060498e-03,1.142982209486518262e-03,5.666692834291256822e-03,1.524535025937817905e-03,9.204776652057678268e-03,1.165270967523903594e-03,1.194412381969255001e-03,6.944145243648634780e-03,1.513701259581645133e-03,6.595502638209300994e-03,1.867303083274901142e-03,1.532184925415170295e-03,2.650498434156907303e-03,1.385221559172252186e-03,5.476983725888672459e-03,2.227433740847892165e-03,1.469297050238534521e-03,2.626639687858487240e-03,1.257203691372429282e-03,6.457312064802167746e-03,1.898437252972609438e-03,1.525150274205758867e-03,6.000019502945931095e-03,1.763093081877867199e-03,1.639816550122379177e-03,4.276168818981737575e-04,4.232133679880987348e-04,3.474972796071667896e-04,3.297838938750806675e-04,0.000000000000000000e+00
1.656226915645447276e-03,5.376407202584771372e-04,7.517516779638798528e-04,1.133406932361540401e-03,7.179908767220876710e-04,4.462994056611217959e-03,5.633236787459758874e-04,7.281181395671943194e-04,1.155107592365265182e-03,8.518168666226856459e-04,1.619397976704501198e-03,6.378892445382760125e-04,8.213768664421720964e-04,1.810256623629567796e-03,1.079146978478035153e-03,1.890775907184139145e-03,6.807863616405989337e-04,8.080340629280929757e-04,2.304982966892955148e-03,1.315165261819834560e-03,3.111584878962795481e-04,1.572892602765839408e-04,3.683525445850421680e-04,7.443276823207807449e-04,5.203335032446072209e-04,1.172750742675507862e-03,3.606116833519862103e-04,6.735284797454552282e-04,1.098285076302843877e-03,8.207901336823213503e-04,4.151847556168814304e-03,6.022464611498481134e-03,4.206692234844225387e-03,2.270637702094097966e-03,8.418657374896075952e-04,3.017036470731278459e-03,6.530980757720637134e-04,7.630217046354227216e-04,1.749029391864043419e-03,7.096560599754318712e-04,3.154314148557731731e-03,1.031436931669149322e-03,1.027188081180680293e-03,2.787435039206820515e-03,1.282287768362700081e-03,4.870169153542553385e-03,1.654060764976305773e-03,1.554647956526581179e-03,2.432205302782104728e-03,1.109856605093904663e-03,1.964431318005710730e-03,4.923340587834874969e-04,2.053248508792161753e-03,1.975970960198226989e-03,9.484626962713908717e-04,4.206651036906115804e-03,5.675629843585669595e-04,7.611759847449225437e-04,2.101965342743243419e-03,7.734820724214097219e-04,3.394593923759298658e-03,9.433952385954516399e-04,1.445871533328737775e-03,3.238200155125805103e-03,1.217181208564490887e-03,4.824370298670067544e-03,1.283817738164779116e-03,1.127352935244668253e-03,4.065998493139925084e-03,1.096179290730628668e-03,4.283196893112000553e-03,8.778698737088188155e-04,1.236725978498809473e-03,4.787367501107381990e-03,1.289963960515707426e-03,8.660987064139022418e-03,1.060979016633631410e-03,1.253999167339722807e-03,5.319942427682855524e-03,1.266373389422568736e-03,8.911446099502092280e-03,1.913060304251175750e-03,1.382891800054704586e-03,2.722481249214585286e-03,1.222340438961379543e-03,4.831837676797940892e-03,1.769978635658069760e-03,1.331531279579180283e-03,2.811014606682836047e-03,1.157382218639839725e-03,5.960096495737421396e-03,1.774511655863381067e-03,1.419393147043512913e-03,5.370194552016800335e-03,1.611641887966403560e-03,1.358449201093322838e-03,2.869457388872288925e-04,3.212687031069867910e-04,4.591605119559527982e-04,3.077264040409416826e-04,0.000000000000000000e+00
2.475242799863075840e-03,5.027115479105140295e-04,8.502082180321358321e-04,1.136566940217943527e-03,7.726154888170065540e-04,4.384086756862005940e-03,4.959724200641620713e-04,1.008948697119267874e-03,1.146147886066079587e-03,9.842402152640504498e-04,1.327995034603387213e-03,6.016143850930804607e-04,8.363742786212235037e-04,1.996372292848161249e-03,1.210275951280424898e-03,1.676168685859256990e-03,5.569810564369231812e-04,8.207230509381555853e-04,2.124658005751878763e-03,1.438910242630308265e-03,3.285275063414189417e-04,1.831034106281622222e-04,4.874380134080190299e-04,8.028164871495485980e-04,5.439143500411841321e-04,9.942656313158603019e-04,3.151319899794447366e-04,6.056559848551452182e-04,9.302199043987827848e-04,7.679361018598191780e-04,4.958958492754603903e-03,8.740167890980856877e-03,5.111631661134070394e-03,2.770808819819621516e-03,9.338725784222624317e-04,2.335112921132335203e-03,5.780737751503317460e-04,5.985990327976972898e-04,1.468352985545290802e-03,7.068736958936128146e-04,2.378130896952549127e-03,6.909234441899557303e-04,9.366443542941267370e-04,3.145470268678301866e-03,1.272233429039401230e-03,5.935968103861851211e-03,1.108509666160959655e-03,1.115398521156667168e-03,2.329161426834578698e-03,1.194446062075074731e-03,1.294493701494435316e-03,3.336106863151928003e-04,1.664523727821960904e-03,2.116459297089445715e-03,9.569510360084474646e-04,3.447804796797029458e-03,4.991258460113761914e-04,6.630043848113445970e-04,2.423070900891841854e-03,7.558881264665660848e-04,3.329881309177444744e-03,5.875622911490146431e-04,1.833484024890864785e-03,4.318978727019390229e-03,1.335114485637106576e-03,4.431711835170015247e-03,7.488899746152873245e-04,8.080533343061320223e-04,5.305281396407457439e-03,1.171177163662686076e-03,4.410739491925509334e-03,5.677784100889133592e-04,8.969393100558823622e-04,5.798214253289015949e-03,1.299834625133084549e-03,1.106528432013615358e-02,7.830735897480297237e-04,9.703315720933352196e-04,7.742520323328828252e-03,1.352633815498043013e-03,4.474337429961446760e-03,1.576989892907634328e-03,1.220130124676310334e-03,2.457820703112679507e-03,1.289238340290781723e-03,4.039558167325655452e-03,1.207674152787686960e-03,1.087225103647965901e-03,2.879890959821824852e-03,1.203750658794270397e-03,5.918142265021298677e-03,1.073220501410681151e-03,1.228323584958451601e-03,6.819578551190044746e-03,1.711847651686247999e-03,1.383166593407144729e-03,2.225873275467687626e-04,3.589029963713506874e-04,4.372869240635646540e-04,3.418418421375669924e-04,0.000000000000000000e+00
3.788549477097462662e-03,5.791319090844882249e-04,6.788441228081215899e-04,1.257329403040008875e-03,9.459530086572109355e-04,4.012241402073458453e-03,5.446668550288103058e-04,6.975167926028189025e-04,1.258550003806278199e-03,1.025328095519851407e-03,1.584103041047736941e-03,6.701498859100176375e-04,1.319888016609413895e-03,2.382038861618877758e-03,1.756012741640888613e-03,1.897037590373066044e-03,6.530381485322776141e-04,7.982271588064919227e-04,2.590353217490144050e-03,1.507886869444277590e-03,3.177546995959959963e-04,1.669729864041352794e-04,4.630220221683891942e-04,8.638928067355794915e-04,6.519978011969605270e-04,9.433098934708033416e-04,3.434762242393679622e-04,5.148358461359381702e-04,1.064359836895429441e-03,9.040783434556647329e-04,5.777749478869190387e-03,8.179590375267725352e-03,6.562670333199934272e-03,3.763738281143833887e-03,1.418212541547281703e-03,2.342928308229675922e-03,7.537408491224392758e-04,6.193582504143219569e-04,1.538287063241662502e-03,7.383947896484146546e-04,2.768500855318332780e-03,8.347892822673623221e-04,1.159609008111362957e-03,3.024466932848653752e-03,2.396155292754299174e-03,1.019677713174946092e-02,1.622298171388946971e-03,1.013737936923860992e-03,2.244218239499467648e-03,1.333904294392343091e-03,1.788103249360840008e-03,4.179369242666663401e-04,1.982364896394322833e-03,2.610151718258475924e-03,1.150935180443293402e-03,3.774542110443860309e-03,6.821808846932115970e-04,7.468345176091114278e-04,2.318834925674488970e-03,7.743487384499004103e-04,2.991519993187458700e-03,9.071152826962539974e-04,2.170361579034521277e-03,3.982032325560217606e-03,1.864378347305851915e-03,4.623406601452931773e-03,1.172258127450791915e-03,9.799431490650446427e-04,4.357921973291706622e-03,1.260233790490388351e-03,3.830048353012099980e-03,8.883423385283222094e-04,1.058488812108915496e-03,6.408935191879283448e-03,1.609946127505222429e-03,7.581178308223030481e-03,1.137636146803596869e-03,1.111838738234666732e-03,6.925785366360580168e-03,1.392486282244718553e-03,1.419059567368344613e-02,1.443336984615586254e-03,1.071871274110620768e-03,2.744432847185282638e-03,1.405067541541175696e-03,4.568829494753220977e-03,1.585449699157185548e-03,1.016549550506362122e-03,2.615379745028977888e-03,1.363530707482498534e-03,6.151074515315656764e-03,1.486734409096680982e-03,1.330152818951014452e-03,5.425985378430512110e-03,1.908710060385471240e-03,6.629390869580062016e-04,2.926798878027814395e-04,3.485620915249055618e-04,4.801433020547374916e-04,3.470148465873879561e-04,0.000000000000000000e+00
1.675297485423967586e-02,7.986575003874232630e-04,1.388149372173299537e-03,2.408194885084008040e-03,7.709491321012099021e-04,7.436772345577292824e-03,6.768403454151408847e-04,1.638048386735091455e-03,2.659194961782757743e-03,9.592967841132360365e-04,5.376440500972292855e-03,8.142586650486359490e-04,2.171932987953085776e-03,3.957576323738989585e-03,1.498518817401933365e-03,3.471635939692388397e-03,8.242728565650929689e-04,2.211279246534113459e-03,3.679159202495434905e-03,1.513804557594719200e-03,4.179894523222205116e-03,6.111202674360548997e-04,1.095628165952759097e-03,2.064151398471156425e-03,6.797074717436843612e-04,4.992287477105426981e-03,5.193273937846190451e-04,1.206166652080433973e-03,2.072501461321271145e-03,8.596056988378575304e-04,2.168960866839736001e-03,1.025935476117726362e-03,5.524509440601831425e-03,2.857823196444054387e-03,1.000235601377686724e-03,2.517419420823096329e-03,5.853650097676693295e-04,1.700275653699863995e-03,3.916598091412560982e-03,8.438806335396002072e-04,3.957087824854898551e-03,7.891016827789302428e-04,3.346779347818306088e-03,5.705001443653474544e-03,1.749779010329951222e-03,4.358258406064206836e-03,9.349131259069953315e-04,3.865283139881446877e-03,6.491546847646397465e-03,2.012344086794954582e-03,2.945478053558096398e-03,4.715994265776472382e-04,1.856956913613857629e-03,2.921599826975652438e-03,7.681364274283710098e-04,3.026137188698913190e-03,4.723872091896673809e-04,3.190278487233365150e-03,7.196973520928843203e-03,1.070420415240408776e-03,4.240123030920108643e-03,8.715467953514202020e-04,5.328432793768884089e-03,1.217193954019269234e-02,2.091712114569098044e-03,1.282879000935381597e-02,1.938086589139748376e-03,5.707531333825269573e-03,1.311649344583793939e-02,2.005944095296577009e-03,5.240134868021955987e-03,8.904753603676056036e-04,7.156932192398904498e-03,2.099093958226768905e-02,2.521577158469197940e-03,5.772935571085270091e-03,9.148193417394890128e-04,1.010919611738627343e-02,2.628753339828443850e-02,2.922891763204069765e-03,3.874868266861784035e-03,1.022503274158262625e-03,2.790308897717706186e-03,4.362201803381132899e-03,1.717167931207809559e-03,3.937863336361106283e-03,1.071216860570084646e-03,4.448228697563534964e-03,6.969516711801555450e-03,2.227735161282962898e-03,4.347895299458337526e-03,1.005018516556359202e-03,6.576250019362867710e-03,1.442861287261459208e-02,2.253548667381377775e-03,1.367576025487294905e-03,2.853507614824662454e-04,4.201537492373542200e-04,6.405402656689731383e-04,3.260529674829625740e-04,0.000000000000000000e+00
1.071887156977347974e-02,6.630860654099049369e-04,1.375757075385984369e-03,2.521441849285674039e-03,8.091907427348039947e-04,9.169047901240120341e-03,5.796174994705206515e-04,1.573409941686587220e-03,2.511079509184139559e-03,1.019445484649040418e-03,4.693677316888760290e-03,7.777746068778235589e-04,2.042040220457719529e-03,3.643749602962353604e-03,1.301582224106215485e-03,4.675213990887609923e-03,7.515390768769820637e-04,2.229032061892663452e-03,3.263276830107960953e-03,1.572141998343439592e-03,4.373456877102310444e-03,6.364405705771414680e-04,1.080765421789301210e-03,2.129478833544803246e-03,7.236027785482647585e-04,4.542747471401356076e-03,4.877937871940434943e-04,1.382988782893368115e-03,1.864018499221512058e-03,1.039624030543054040e-03,1.793169620570262985e-03,9.834610391334108487e-04,5.719988760722340658e-03,2.316397363309029116e-03,1.023325388456344191e-03,2.326758742103282422e-03,7.581193424074223180e-04,2.376659404563147455e-03,4.608682034740220479e-03,9.798644157300434848e-04,3.912128112639517465e-03,9.519611244864261334e-04,3.098772280356276027e-03,4.339775403148426677e-03,1.668443059265109019e-03,3.690020738450088423e-03,1.069079878971379962e-03,4.266745273621664128e-03,5.638329176984346533e-03,2.016296190703420824e-03,2.925868762044293424e-03,6.003057342564662629e-04,2.055372755206942743e-03,2.381592940604373120e-03,8.288675480068990326e-04,2.933636082098658917e-03,5.584487824638203167e-04,3.345019642451168077e-03,1.012095952046750125e-02,1.183315928902019861e-03,5.481426987891876990e-03,9.986156111412771309e-04,5.955648995016995899e-03,1.240386137690444902e-02,2.113785403863817358e-03,1.845983086617793839e-02,2.014996321933791926e-03,5.698501802654820994e-03,1.620172849137737486e-02,2.170151869486185246e-03,5.161602054697166445e-03,9.004157797776772207e-04,7.114783418529161373e-03,2.546948818310695167e-02,2.655500329952028681e-03,5.963469547826616424e-03,1.050392332909116976e-03,8.167482359533760616e-03,3.511355442446238706e-02,3.067909938716219080e-03,3.206469588291410364e-03,9.715840543115512960e-04,2.468505229549936529e-03,3.903013674778623918e-03,1.589805356099326800e-03,5.014408280791294442e-03,1.255526862724577622e-03,4.498421563628155276e-03,5.506349341810368864e-03,2.163278486322905807e-03,5.479663623391536377e-03,1.045114721374127949e-03,6.603833481873729212e-03,1.573945372557637029e-02,2.317765430723100692e-03,1.312559928446546459e-03,3.724270941149895008e-04,5.350287035294473735e-04,7.485881280725324065e-04,3.662577604817127456e-04,0.000000000000000000e+00
9.413821878432229034e-03,6.619553167040990223e-04,1.369295269656932391e-03,1.919323313232851672e-03,8.335760406096371158e-04,5.674108147361574955e-03,4.217040532262629829e-04,1.600178007290340050e-03,2.041930432442886582e-03,9.474454889906323753e-04,5.768290344992455312e-03,6.877582585282039553e-04,2.235193212086978957e-03,2.654001995185546400e-03,1.430122650223270876e-03,3.993709125068671366e-03,6.109313642730576773e-04,2.241701804687854134e-03,2.483710883540216768e-03,1.462118246902825106e-03,5.774693793997999307e-03,5.465825753735791773e-04,1.122532081774715558e-03,1.622854349328767265e-03,8.304505334869448797e-04,4.193725280321766377e-03,4.372049004452572131e-04,1.312508418744470729e-03,1.447490377149033636e-03,8.756211632482454720e-04,2.206433615507797773e-03,8.979096175212908414e-04,4.319286319266264773e-03,1.813614908797532739e-03,1.108284128269689970e-03,2.237231176235354550e-03,6.502645461905362740e-04,1.691284611812709148e-03,2.628429779633305666e-03,8.829889826244562189e-04,4.398077332294031937e-03,7.775611978055467543e-04,2.951515105991025893e-03,3.321468230476018642e-03,1.633039226507187330e-03,3.894050755009587431e-03,8.390841417183581095e-04,3.372325458843576217e-03,3.313650709892036229e-03,1.752371622976136353e-03,3.529218877261842795e-03,4.921196038204926930e-04,1.390086129369952047e-03,2.614251832090620092e-03,8.548197952660803543e-04,2.165981533089247641e-03,5.091825476309419550e-04,3.331650891132764171e-03,6.882256123355370847e-03,1.210814744606324893e-03,4.570821704640702643e-03,8.187791328577221674e-04,5.121673926063099666e-03,1.134521308808312048e-02,1.909220849186253968e-03,1.379799171817723893e-02,1.622900454519171252e-03,5.296502614009879206e-03,1.247918739218908252e-02,2.039127807429334284e-03,4.852715000886405165e-03,7.402434776991635582e-04,7.813720597050551053e-03,2.495695349333394361e-02,2.443333472282316343e-03,5.227726181277109023e-03,1.008519901948308831e-03,9.886400840535408685e-03,3.116687712645399566e-02,3.046628245030302915e-03,3.727815672191321043e-03,7.989213070502629993e-04,2.678072185509089952e-03,3.018098565951214153e-03,1.599373009524161478e-03,4.198439696063596509e-03,9.695246824207223984e-04,4.026660558150810774e-03,3.439508114001914654e-03,2.030331750576106712e-03,4.463812902938578235e-03,9.533802009711755563e-04,6.409099375214246525e-03,1.383846230083074329e-02,2.146482122023362672e-03,1.661921068793591281e-03,3.266242998735233334e-04,4.367357157723999539e-04,5.470250944136606204e-04,4.003030322555336585e-04,0.000000000000000000e+00
7.077173997452829504e-03,6.575901846096680447e-04,1.337430237669557124e-03,3.798634562411605520e-03,7.775987631585512235e-04,5.538846930564285398e-03,6.490291970110212893e-04,1.575278108052436624e-03,4.015848944027035176e-03,9.483207938314497940e-04,4.708687169568713700e-03,9.432592422152950244e-04,1.948312812839719365e-03,6.042404197844275168e-03,1.211931207176834575e-03,3.691432027796879081e-03,8.568484345876444148e-04,2.284631084561527560e-03,5.653251174051451833e-03,1.396050659078540684e-03,2.683816529411207907e-03,6.072312539631431185e-04,1.110304027149193592e-03,3.184078852865698979e-03,6.987339392537203660e-04,3.390604856009173020e-03,5.627849516066458970e-04,1.379343737834409344e-03,3.072129077032339107e-03,9.696685920416305915e-04,1.600903840094982603e-03,6.016398301166138527e-04,4.697557811229017763e-03,2.987862864486612920e-03,1.026964303752464589e-03,1.934766774813955707e-03,7.675368409206834337e-04,2.458744556247114028e-03,3.761490749022936703e-03,9.751188295729590165e-04,4.807766045168511068e-03,1.238530419769221175e-03,3.744773533424560451e-03,6.436556054311979788e-03,1.549214942764570984e-03,2.837762612204859040e-03,1.404282000189841385e-03,4.524750902642194622e-03,6.975077166759854723e-03,1.916941910846996916e-03,2.798873049899196653e-03,6.560499102606082286e-04,2.470881492624983633e-03,2.951675056534829727e-03,9.472793854998077297e-04,2.240369091962859504e-03,6.624331202687313127e-04,3.240126409357655703e-03,8.485078780336934023e-03,1.130022577863453543e-03,6.052767256245427351e-03,1.643147567259961193e-03,7.433046582401944824e-03,1.344601506639021837e-02,2.079694626061815224e-03,1.047534400564859719e-02,2.451694083745310521e-03,6.945727088764661050e-03,1.341387884557697883e-02,2.038543946056435314e-03,4.259115101983131091e-03,1.420155880229617695e-03,7.390953642056949727e-03,2.538847080369311185e-02,2.620614144007638556e-03,4.869545605308547506e-03,1.322237010784789056e-03,8.053282474652583012e-03,3.104331107796064540e-02,2.865247042064480824e-03,3.187490128744775546e-03,1.124186856180697195e-03,2.409924474238061502e-03,6.612012663809273619e-03,1.406800712645106706e-03,3.339719529315921063e-03,1.512739468395917245e-03,4.997882321486597258e-03,8.522769968349927505e-03,1.994951473991957679e-03,3.587244443385776294e-03,1.660809646569266513e-03,7.741025231243548951e-03,1.573731814636239804e-02,2.136136702132726377e-03,9.729388941061541465e-04,3.156850097333922171e-04,5.152107821030179778e-04,6.484567290438005352e-04,3.560075109537246788e-04,0.000000000000000000e+00
7.737410839421813430e-03,7.211038339210225790e-04,1.206637261769819350e-03,3.185251718904867548e-03,8.711375598870208783e-04,7.816888449454256066e-03,7.825750420073310796e-04,1.362930090307243065e-03,3.284397458629225407e-03,1.017757407555787506e-03,5.594132573997755500e-03,9.506451646731651486e-04,2.053966582153535399e-03,4.799672942773213283e-03,1.218604707767430902e-03,4.203793137783670697e-03,9.897996047239935105e-04,1.989653021732175169e-03,4.351580709465865254e-03,1.323954275023730802e-03,6.030158429856187843e-03,6.954317386975704960e-04,1.076110115961773734e-03,2.524609863091706752e-03,7.974791771161288643e-04,7.223481593949220882e-03,6.890492605184628770e-04,1.225942137975168881e-03,2.440401502400107656e-03,9.987718072680380841e-04,3.225217551449461456e-03,1.241721695028956797e-03,4.072938098279211064e-03,2.815071690102593713e-03,1.115687125941348685e-03,2.555182805684404201e-03,8.391557553835525410e-04,1.463899546597393492e-03,4.142828785811691200e-03,8.822611208956508732e-04,4.466218858702891877e-03,1.148460536127457986e-03,2.631932187717193374e-03,5.824629106745882537e-03,1.496576811717659130e-03,3.893020346021640668e-03,1.345680092291151207e-03,3.163449437918186558e-03,6.665041004381144774e-03,1.789738153433708366e-03,2.997699828918973762e-03,4.156684331715881768e-04,1.308000701253139459e-03,2.388826752160596971e-03,8.798537739787860032e-04,2.928868823253938814e-03,6.252885716719157458e-04,2.299347486262758988e-03,8.983430087227604194e-03,1.228625192918415517e-03,4.982911230828327397e-03,8.532575220332271450e-04,4.247631180629024734e-03,1.250610680815602074e-02,2.049192379789258230e-03,1.096061702209370249e-02,1.929957224933220861e-03,3.989345232800957375e-03,1.513572036780738359e-02,2.028788405775921230e-03,1.072499634970716653e-02,7.649602173944176475e-04,5.805782693379609588e-03,2.547279801504867547e-02,2.803364456562098921e-03,5.940115182318786956e-03,9.041648543523401202e-04,6.886173967412138018e-03,3.400576656655636409e-02,3.153247414755359912e-03,5.160431223912924706e-03,1.140180849234148468e-03,2.318032586129335423e-03,5.315762771881589813e-03,1.437185384795436295e-03,4.534726801014702692e-03,1.498634879720179723e-03,3.605296032461224702e-03,7.655958878952409154e-03,1.912499016508572951e-03,5.056674729202603399e-03,9.592674466947922422e-04,4.435877709557512101e-03,1.690925902965900382e-02,2.166209067830560716e-03,1.372728589731810620e-03,3.079216140062184361e-04,3.918136414046774420e-04,6.292241614560069351e-04,3.899818901951262909e-04,0.000000000000000000e+00
1.145797045147145532e-02,5.866502692400410446e-04,1.254826269933954431e-03,3.465162137567794759e-03,9.727706784008449117e-04,1.105210448911977776e-02,5.107545227023904677e-04,1.407758772203381806e-03,3.579631062133113110e-03,1.098737298325180769e-03,6.716758682811742667e-03,6.437109825704992764e-04,1.843232172537675757e-03,4.977259844559810478e-03,1.466216408201319972e-03,5.017312501695537878e-03,5.825360581180155347e-04,1.855272366009817981e-03,4.495422878434532366e-03,1.590561604686017289e-03,7.476536099011221737e-03,5.157896706566251826e-04,1.075190228395981988e-03,2.618541357994890514e-03,8.684928069035765131e-04,8.941274189698781780e-03,5.596883566629519110e-04,1.164459976270395755e-03,2.543472760368326643e-03,1.218308220102315258e-03,3.852748346068279092e-03,1.110886720239680128e-03,4.725485714422912077e-03,2.616631957179973642e-03,1.178104161206758793e-03,3.156261871951178844e-03,6.136875112679544267e-04,1.842122100113563997e-03,2.884959713408403841e-03,1.121662874309621496e-03,6.094171945409264553e-03,8.555725673588761076e-04,2.883997213012338794e-03,4.999413256787275765e-03,1.715712080072937093e-03,4.860217935933254518e-03,9.686328212298020218e-04,3.409129880403008635e-03,5.787399949614079574e-03,2.079793305857961273e-03,4.163769415632429839e-03,6.488251579321656186e-04,2.136099146080861627e-03,2.788116258264825096e-03,8.092429815869694228e-04,2.367438160330512676e-03,5.430049788272101833e-04,3.271306410910201131e-03,8.074793650065286571e-03,1.202625873625747183e-03,5.847658970628912684e-03,1.356076284143307520e-03,7.476488217071490007e-03,1.150290128335039984e-02,2.119358074296766661e-03,1.141358412096309463e-02,1.415500607715880097e-03,6.258833359160404647e-03,1.201828938507360812e-02,2.220358248404339166e-03,5.812102025688790918e-03,1.048513725982158336e-03,8.619789270628355760e-03,2.758017400391370166e-02,2.874856000239328375e-03,6.217306200589168240e-03,9.892684441512428727e-04,9.131574647827791352e-03,3.466421039250437708e-02,3.389390187038019125e-03,5.673031209273604776e-03,7.058820339846297960e-04,2.135052305846929076e-03,5.649619038489837874e-03,1.659732703067283563e-03,5.586036845439294046e-03,1.135571385847166867e-03,3.705271650591828239e-03,6.497319382048986729e-03,2.199284797411363637e-03,5.969980893083326641e-03,1.221312460121503837e-03,7.530701917411096631e-03,1.426483739982328802e-02,2.337796306424424087e-03,1.795440232477670288e-03,2.597729247466852250e-04,4.270562887629052824e-04,6.018860877570075428e-04,3.514300438908503875e-04,0.000000000000000000e+00
