FP1_THETA,FP1_ALFA,FP1_LOW_BETA,FP1_HIGH_BETA,FP1_GAMMA,FP2_THETA,FP2_ALFA,FP2_LOW_BETA,FP2_HIGH_BETA,FP2_GAMMA,F3_THETA,F3_ALFA,F3_LOW_BETA,F3_HIGH_BETA,F3_GAMMA,F4_THETA,F4_ALFA,F4_LOW_BETA,F4_HIGH_BETA,F4_GAMMA,F7_THETA,F7_ALFA,F7_LOW_BETA,F7_HIGH_BETA,F7_GAMMA,F8_THETA,F8_ALFA,F8_LOW_BETA,F8_HIGH_BETA,F8_GAMMA,T3_THETA,T3_ALFA,T3_LOW_BETA,T3_HIGH_BETA,T3_GAMMA,T4_THETA,T4_ALFA,T4_LOW_BETA,T4_HIGH_BETA,T4_GAMMA,C3_THETA,C3_ALFA,C3_LOW_BETA,C3_HIGH_BETA,C3_GAMMA,C4_THETA,C4_ALFA,C4_LOW_BETA,C4_HIGH_BETA,C4_GAMMA,T5_THETA,T5_ALFA,T5_LOW_BETA,T5_HIGH_BETA,T5_GAMMA,T6_THETA,T6_ALFA,T6_LOW_BETA,T6_HIGH_BETA,T6_GAMMA,P3_THETA,P3_ALFA,P3_LOW_BETA,P3_HIGH_BETA,P3_GAMMA,P4_THETA,P4_ALFA,P4_LOW_BETA,P4_HIGH_BETA,P4_GAMMA,O1_THETA,O1_ALFA,O1_LOW_BETA,O1_HIGH_BETA,O1_GAMMA,O2_THETA,O2_ALFA,O2_LOW_BETA,O2_HIGH_BETA,O2_GAMMA,FZ_THETA,FZ_ALFA,FZ_LOW_BETA,FZ_HIGH_BETA,FZ_GAMMA,CZ_THETA,CZ_ALFA,CZ_LOW_BETA,CZ_HIGH_BETA,CZ_GAMMA,PZ_THETA,PZ_ALFA,PZ_LOW_BETA,PZ_HIGH_BETA,PZ_GAMMA,A2-A1_THETA,A2-A1_ALFA,A2-A1_LOW_BETA,A2-A1_HIGH_BETA,A2-A1_GAMMA,target_class
5.823288935863383566e-03,8.874371542607709671e-04,1.457306830877726439e-03,1.324486597720508658e-03,4.751454919697084122e-04,4.658421809020774247e-03,6.487039350577731124e-04,1.568768624837690601e-03,1.613896526904029386e-03,5.214906402883395971e-04,2.714717226611192222e-03,7.888997767643611894e-04,1.780312160200838746e-03,1.652774668599813401e-03,6.198061628373569693e-04,4.051398225565001031e-03,7.580386396260148547e-04,1.894969155515282113e-03,1.880949016157611739e-03,6.531992321672345798e-04,6.251843843556506748e-03,8.450010134723077515e-04,1.582329910418915977e-03,8.675851818444697480e-04,4.628107987414126060e-04,3.138950255424746618e-03,5.647766986201240057e-04,1.037212756408705449e-03,1.537762532166389974e-03,5.132441154926295056e-04,2.032636777314033010e-03,4.220809916491869438e-04,1.227277978396089982e-03,1.265044925626692806e-03,4.550669443042351311e-04,2.031279472517179881e-03,4.841224462874710332e-04,1.509873431213113728e-03,1.877155032277719052e-03,5.422082789603309329e-04,2.470253023177481581e-03,6.990879051176664008e-04,2.060928351838705371e-03,2.448692071133225321e-03,6.460868250788163927e-04,2.455668460816822028e-03,7.097491699042941631e-04,2.010738042025899449e-03,2.769994320675808405e-03,6.970470476042706868e-04,1.868977465561560839e-03,3.516779506954078151e-04,1.039153075179377172e-03,1.703072227417824942e-03,3.936418905339203358e-04,2.201551760269574234e-03,4.869724964516671689e-04,1.574965542044542283e-03,3.952635336370120475e-03,5.810087728183604581e-04,2.689000855064042558e-03,6.118788947772175416e-04,2.079750857919893548e-03,5.856427108684838893e-03,6.912967381859791297e-04,3.129862662909776733e-03,6.774186762305706155e-04,3.006103651283163238e-03,6.035439755043757633e-03,7.791938860610041553e-04,3.117579452480392661e-03,6.010444584677108581e-04,2.300310638229409281e-03,1.301581449769182407e-02,7.669757605174869122e-04,2.494941603333143947e-03,4.893184942412899096e-04,2.351946105350649803e-03,7.230676892388147002e-03,6.833443551321876632e-04,2.727202334792340303e-03,7.947719030452763582e-04,1.835884150887385352e-03,1.884742776964852063e-03,6.600672798057001696e-04,2.931789323214117112e-03,8.679573871344058427e-04,2.111692821534082165e-03,2.307581929128624688e-03,6.647052678605831332e-04,2.810673507502701833e-03,6.938504817395331177e-04,2.631363023756767665e-03,6.042608071048642324e-03,7.084432472474598173e-04,3.550626099435160062e-03,7.138281065678832174e-04,1.512734063355146170e-03,5.914089764884688334e-04,5.066663629109726666e-04,0.000000000000000000e+00
5.051118869918312139e-03,6.931531767328857679e-04,1.535751653287967906e-03,1.325123231763720077e-03,4.301125527522515406e-04,5.828049266863025678e-03,7.735501404164372855e-04,1.792022307306905936e-03,1.520157749437048723e-03,4.642215946787682100e-04,4.394814634931908624e-03,1.019066101166047006e-03,1.947744859106513094e-03,1.802771259790062180e-03,5.390149547230511451e-04,5.000311701376687970e-03,8.856047854750581649e-04,2.069010283871091163e-03,1.879671154063179174e-03,6.217543904126350248e-04,7.950295059925210212e-03,1.005325854497061489e-03,1.740713779309052255e-03,1.013585673989310766e-03,4.362042892873731767e-04,3.359940752675736903e-03,7.619392104965947614e-04,1.181584061351321005e-03,1.515388382047027803e-03,4.387026639864410947e-04,2.383745074009303942e-03,5.303042447803472470e-04,1.228526209139036785e-03,1.672916362266917405e-03,4.372018317877562031e-04,2.570912778159799902e-03,5.666995681806087258e-04,1.454609369793824405e-03,1.544023591432163497e-03,5.236009544112628453e-04,3.466073528820299687e-03,8.112765654137057535e-04,1.987585847561279019e-03,2.872979816308252662e-03,6.200448983569803191e-04,3.352664463139607819e-03,8.226943147044638851e-04,1.962582106683713121e-03,2.254946676922850966e-03,6.165313026352213770e-04,2.044672380909132343e-03,4.987863558376022001e-04,1.101598859022738216e-03,2.184965103502651412e-03,3.725552970484789133e-04,2.837480938692200656e-03,5.657833740451659755e-04,1.812340059888496464e-03,6.521524863050397539e-03,5.775213390305966761e-04,3.385449362138994583e-03,6.780090051043354991e-04,1.903024925539092971e-03,7.524968501799308637e-03,7.112439248905867185e-04,3.684360230888574991e-03,7.618756112081165278e-04,2.291478714935786792e-03,7.002126347104399053e-03,7.569767554338168716e-04,3.188144654099521035e-03,6.106666583371370268e-04,1.941301190789562845e-03,1.340153466426159679e-02,7.954969153204998703e-04,2.498062580937703871e-03,5.829812755450195210e-04,1.851290953403312688e-03,8.008277782419821050e-03,6.738858855133830414e-04,4.585258160030579976e-03,1.030291405313976411e-03,1.996714192536593567e-03,1.949371805729591426e-03,5.691947808655632626e-04,4.272315340121075021e-03,8.766994748037556552e-04,2.144258052997429376e-03,2.227010584379794742e-03,6.059143998175109532e-04,3.637205502227220874e-03,7.091708466377671244e-04,2.243943561036372721e-03,6.695520297600940363e-03,7.068320934016558872e-04,4.243598874383522519e-03,8.587775709926233217e-04,1.679059801140240409e-03,7.494326796609367602e-04,4.516080972474307469e-04,0.000000000000000000e+00
4.577232069945096245e-03,6.135304949052314228e-04,1.569109764792272436e-03,1.586846374170996100e-03,4.438524147390252462e-04,5.115989884808930591e-03,9.176049280718808800e-04,1.666368785222367916e-03,1.702536753218475592e-03,4.778871785395685193e-04,3.590882172690826150e-03,1.049645786481554020e-03,1.910864030006899274e-03,2.177665888038660038e-03,5.752607942893350063e-04,4.739548176641238640e-03,1.072262320109860102e-03,1.985846723204942425e-03,2.207111140304808018e-03,6.639434737319089078e-04,6.874256501173260474e-03,9.381351112363559442e-04,1.452634488521514430e-03,1.147987207578925455e-03,4.499624987788171707e-04,3.459987222154820019e-03,6.502655088362992901e-04,1.106216502613993321e-03,1.741665132326784826e-03,4.611610555509796944e-04,2.105146568783290879e-03,5.208005672324545572e-04,1.206887667052456911e-03,1.303725185050182579e-03,3.839291879242564816e-04,2.674756179135223937e-03,6.390626000756614985e-04,1.272227913204792941e-03,1.377323636832301261e-03,4.949560810989908676e-04,3.298487378041141480e-03,1.002849212506354195e-03,1.961537407008158256e-03,2.780192513187110335e-03,5.869663234984769931e-04,3.629738277116091334e-03,9.139947798055050041e-04,1.927395831938109698e-03,2.937317905083188570e-03,6.271579067842448455e-04,1.887758824080885143e-03,4.911926117417970798e-04,9.148231315066067577e-04,1.810040844830182330e-03,3.540859878395106802e-04,2.542046630402359283e-03,5.623944815215996349e-04,1.569613136873596309e-03,6.139994670830053146e-03,5.708836805622809034e-04,2.716191562884408099e-03,7.865862783336826335e-04,1.750619366258252159e-03,7.321677051410187265e-03,6.571025180500127301e-04,3.614834696170005253e-03,9.528262269588377246e-04,2.155631230922987196e-03,1.087320191274183251e-02,7.322953411141798659e-04,2.658422013173867508e-03,7.954254262077418373e-04,1.928781296549307318e-03,1.640919490215203905e-02,7.989366044540814962e-04,2.518316175445007524e-03,7.297740619354365797e-04,1.708817616473143428e-03,1.168852761854640224e-02,6.483691128384163303e-04,3.880705704345973391e-03,1.122480915390470808e-03,2.048588946791907086e-03,2.404125974614780385e-03,6.062062178214814223e-04,4.421071757014493134e-03,1.092564222949853536e-03,2.143569984048087490e-03,3.031439825541954597e-03,6.407318369190605992e-04,3.220758261550467263e-03,9.580952320485839691e-04,2.018311904512856171e-03,9.306924149095787205e-03,6.672845238536432742e-04,4.198759940865310833e-03,7.265715738919769837e-04,1.281769989778580587e-03,6.285665843971911197e-04,5.008047240937616058e-04,0.000000000000000000e+00
4.777590617350242069e-03,6.976796554694221063e-04,1.172254629791538542e-03,1.423160214022880067e-03,4.572662169531266970e-04,5.502813017798399535e-03,9.165186861934329762e-04,1.318211401067635388e-03,1.612146601988357448e-03,5.645294062300211134e-04,4.219053730050222918e-03,1.002272783910307993e-03,1.663806059436624338e-03,1.693078610610870231e-03,6.339959959368966910e-04,5.160012795613880612e-03,1.132340833604688658e-03,1.811558304649560141e-03,1.850656096568132182e-03,7.000785892730008661e-04,7.510446550788999961e-03,8.521859143842839884e-04,1.243270778108361693e-03,1.022019642819457699e-03,4.802680246062678731e-04,3.134256791986830479e-03,6.344940032752985305e-04,1.044017639902700004e-03,1.503553501013505560e-03,4.991515316939015585e-04,2.103099879003740222e-03,5.214655505955426108e-04,9.729366317358190217e-04,1.592332800297879738e-03,4.464549242501845701e-04,2.868837941241318343e-03,6.290075849026088807e-04,1.163405292677378161e-03,1.428625238747894492e-03,5.772228842143233528e-04,2.896288825451725536e-03,8.746736673370796586e-04,1.680920404560323420e-03,3.160659849628785420e-03,7.503071762626200300e-04,3.103638252305790119e-03,8.806520866640217679e-04,1.801863972123963695e-03,2.342232782664468906e-03,7.525170588730625311e-04,2.191772199080424706e-03,4.117595320558058657e-04,1.008034055471065341e-03,2.410987484616500427e-03,4.133613596682429985e-04,3.029654052060957222e-03,6.013933780167924356e-04,1.553023699426826516e-03,8.261322037548871761e-03,6.728130037844105805e-04,3.466699308543953577e-03,8.343410264194698559e-04,2.086557784066525416e-03,1.196210865332572246e-02,9.891190128595284386e-04,3.623043633611548481e-03,8.852292864621243845e-04,2.194884617142495338e-03,1.303627789196410217e-02,1.063551412098729092e-03,3.675160739370131324e-03,8.830801955614360314e-04,3.031144480986295436e-03,1.955130801907683721e-02,1.232789527707767868e-03,2.580000135951136895e-03,7.087501289065356895e-04,1.977260762729009941e-03,1.286291782784233437e-02,9.281699108814355555e-04,3.569312733557851013e-03,1.016444057799688674e-03,1.762826052560749045e-03,1.850230849032166638e-03,6.383579558201762493e-04,3.507906579299896119e-03,9.844312052154121761e-04,1.871239475703274317e-03,2.538180558829257298e-03,7.837212949355638458e-04,3.235987592764655568e-03,8.717270328312346763e-04,2.221297080521757346e-03,1.188254241236398438e-02,1.023809056722026472e-03,3.613041247458775255e-03,6.466505568944821590e-04,1.171019422967363097e-03,6.944476292122327187e-04,4.912193699380431851e-04,0.000000000000000000e+00
4.866395930640202844e-03,6.513919662545022710e-04,1.155245500826141899e-03,1.105867218422465405e-03,4.914556810892353744e-04,5.052653246475654822e-03,7.347268380581141152e-04,1.252359470060024089e-03,1.218547059037735150e-03,5.207136849020384175e-04,4.238032073903046960e-03,9.783054848649472973e-04,1.363466240408061324e-03,1.567880713190591448e-03,5.589411150599698803e-04,5.420393927052176257e-03,9.084915159162297539e-04,1.566842335516457864e-03,1.384045564619624906e-03,6.067945202494104103e-04,7.514851671357560166e-03,9.241573334094156308e-04,1.048098738943258057e-03,1.070794538230021879e-03,4.537491085094309687e-04,3.134955088488363371e-03,5.338773034343143346e-04,9.015658598302449863e-04,1.253005649205684181e-03,4.070021959535154621e-04,2.588406954617103375e-03,5.068682542886334980e-04,8.707673395021288225e-04,1.755447293944596785e-03,3.930341309844270856e-04,3.541109427620684272e-03,3.624588910436984251e-04,1.060990987323642267e-03,1.536180456808260977e-03,4.929364159105148208e-04,3.683610050224837233e-03,8.195466449893245263e-04,1.314119171360370649e-03,2.955798167359301697e-03,6.133776150800269696e-04,4.369191502149583767e-03,6.484214687341897454e-04,1.604196894873301336e-03,1.866860682508335355e-03,6.420773036843974114e-04,2.550849852378685428e-03,4.647330731173372146e-04,8.126572692132526515e-04,2.100619305117454923e-03,3.580384341990892026e-04,3.225679834094935007e-03,4.119944514362329589e-04,1.872234072960752855e-03,6.534120267772303495e-03,6.314356855359494741e-04,3.509895225496603450e-03,6.349480352470734685e-04,1.474162549830084021e-03,8.120763763792650247e-03,7.275067265375364557e-04,4.120580650285965256e-03,6.165467268569765598e-04,2.247074592539736841e-03,9.274667740861160942e-03,8.557154442234049703e-04,3.396011845990904929e-03,6.182368052439176417e-04,2.002575699340336003e-03,1.255700193985821202e-02,8.769023623077293241e-04,2.908555115439031766e-03,5.174049194759302445e-04,1.809048601850231711e-03,8.697621466954264316e-03,7.290403602416158611e-04,4.250545469199754241e-03,8.718343672946317086e-04,1.499584913870574254e-03,1.551584623685010270e-03,5.766885411125895287e-04,4.425521789779046818e-03,8.680181369730541243e-04,1.595366109018853595e-03,1.998598493428704014e-03,6.358043985284852909e-04,3.733941160988050317e-03,6.393002122554959296e-04,1.873509104740297363e-03,7.654750402611163254e-03,7.384619376784866580e-04,4.750068775950220396e-03,7.082027753463275132e-04,1.162229220611603287e-03,8.129017140162037892e-04,4.716696167476250572e-04,0.000000000000000000e+00
3.214330654964925229e-03,8.920616300264582865e-04,8.058140897323261363e-04,6.544949434395036427e-04,6.728906075980129083e-04,7.983657366907226730e-03,6.612529792841142801e-04,8.857241827348002246e-04,6.631004263651550049e-04,7.875446733963129345e-04,2.659504347490545054e-03,1.122648821030542993e-03,1.160502513057606704e-03,7.395309350270628992e-04,8.790413916862233881e-04,2.325046515208999045e-03,7.085840008304216189e-04,1.097879259524949880e-03,7.032072096097764400e-04,8.222145960603627823e-04,4.556573798535259144e-03,8.024555741697558895e-04,5.910560872944793306e-04,4.629876541947976622e-04,5.233430652305364741e-04,4.796620465166137950e-03,4.691410022045287820e-04,5.061153026974659578e-04,4.526491764323261691e-04,5.842010324717708362e-04,3.440403561760941881e-03,1.169825184473545802e-03,1.133944583974852210e-03,8.190390159153246438e-04,6.332009441857802288e-04,1.072086042386755436e-02,9.212746479267625108e-04,1.490216865513503252e-03,1.499921579791107899e-03,8.323946364016094430e-04,5.332826264176157224e-03,1.619661774395561235e-03,1.940640430914142029e-03,9.882629221996202216e-04,1.148869266202435808e-03,5.041616093609447083e-03,1.209195365428535019e-03,2.044971387719829795e-03,1.133334870209112182e-03,1.026124921402929652e-03,2.140967005270984300e-03,5.427792022924864341e-04,7.041750872437133654e-04,9.071575963195176520e-04,5.565399753032285787e-04,3.662302640531751863e-03,6.482513103193652268e-04,1.028185089666691860e-03,1.207139961823769586e-03,5.351890374017327949e-04,6.086513122123030431e-03,1.575383892806766963e-03,3.096209868691342758e-03,1.638438276313940786e-03,9.532345402335992441e-04,6.647806412378614790e-03,1.177878492544424558e-03,3.287318759626179244e-03,1.534436684165368589e-03,1.113234758049598191e-03,5.005672288256999072e-03,1.198283681614307171e-03,2.953391384353948063e-03,1.158059479560039160e-03,1.055565022367803852e-03,5.669696681824949909e-03,9.351833588326871095e-04,2.999595769946323577e-03,1.081573349641684698e-03,1.169782442620962738e-03,2.762885197276019385e-03,9.421629385469779518e-04,1.112062164212435349e-03,7.422431509194713254e-04,6.846612848338136902e-04,5.523388413044986837e-03,1.820929850948707976e-03,1.775840751310768257e-03,7.625219955310034992e-04,8.556054058013627325e-04,5.748549457559128106e-03,1.246483689135541436e-03,3.298822903252573296e-03,8.467815730251342966e-04,8.625094688468253144e-04,1.965518667188399012e-03,1.379494087005322966e-04,1.904493159067979324e-04,2.511748506405815239e-04,2.230006248661223591e-04,0.000000000000000000e+00
3.834549539348564972e-03,6.937014340717304007e-04,2.617086766520631928e-03,5.641544515427630120e-04,1.039562969618899012e-03,5.865920329844598845e-03,6.395090104551244157e-04,3.011085785030876826e-03,5.404052892067097826e-04,1.214446728173638676e-03,4.126528249907023861e-03,9.917594366343203231e-04,5.115140213286115990e-03,6.106917687859540712e-04,1.282966672976431927e-03,2.526798737342628165e-03,8.162835717078180267e-04,5.127438584885735118e-03,6.132478425479158000e-04,1.432223689880923051e-03,5.247635735220363383e-03,6.837759008967362988e-04,2.142631064175701087e-03,4.341665325090739895e-04,7.452122842318881137e-04,4.176479883958415448e-03,4.745314903301206771e-04,2.404424364186379462e-03,3.574323005498849766e-04,9.342315325489875411e-04,4.474212544503839567e-03,1.175823613550712942e-03,5.073729596918290750e-03,6.555366639767741359e-04,8.501019235096730561e-04,1.090045699931883362e-02,1.372751032158397218e-03,6.072143196746159627e-03,8.700849006175199324e-04,1.271067731952958604e-03,5.848551680953536190e-03,1.850376268355493356e-03,1.090232572253276196e-02,1.043299177258802174e-03,1.672408697713438034e-03,5.177380296737140591e-03,1.682196563075420226e-03,1.239429442052211901e-02,8.900774654816209904e-04,1.874716173079608167e-03,2.686491568076844298e-03,5.437913348369489237e-04,2.737418753787618838e-03,6.198431309245619036e-04,6.033565846091460197e-04,4.385203966182566089e-03,7.490316556160859889e-04,4.351110670389666570e-03,7.762411371194001411e-04,6.501086720900038120e-04,7.157569352930463411e-03,1.994902399205994003e-03,1.673986228375138122e-02,1.187034523346769139e-03,1.295406771699228856e-03,7.211329213552025719e-03,2.162651781585634564e-03,2.185639827719160211e-02,9.571496746414167537e-04,1.822188662029624456e-03,6.613491047605391839e-03,1.759583117230672763e-03,1.114509463486215192e-02,1.188764268521396014e-03,1.379565043127786196e-03,5.614288030201665218e-03,1.602232960522499521e-03,1.473093705755621451e-02,1.045131259941064258e-03,1.678809421383229599e-03,3.297013792484051586e-03,9.681708725751316923e-04,5.316502600712431914e-03,5.964570033286694783e-04,1.136364933920328175e-03,5.806564287946540046e-03,2.139495053034485596e-03,1.245542759646483394e-02,8.361382227988849690e-04,1.525909220012898948e-03,8.370152246892090600e-03,1.881061693614060129e-03,2.457267986648631330e-02,8.577768233666079479e-04,1.516084071971059979e-03,1.549059222653019268e-03,1.162588231244145322e-04,2.236305939928883216e-04,1.975737303780470376e-04,2.454905473482037713e-04,0.000000000000000000e+00
3.150372008090604817e-03,9.377895768439663271e-04,2.456014795550704594e-03,4.361859145187867203e-04,6.653451116405469795e-04,4.803740138682579229e-03,7.588817232280764807e-04,2.331994536318367749e-03,4.677451846816685463e-04,6.974863305852310475e-04,2.990976835632280176e-03,1.300289609326931838e-03,4.281232159175268719e-03,4.715341786227064853e-04,8.766131532943607571e-04,1.964016190092945577e-03,1.043644863108888435e-03,3.757691976847940280e-03,4.538899753376132631e-04,8.371218195674025742e-04,4.906120770086679246e-03,9.748107830022899583e-04,1.947490637386135696e-03,3.746779947085850495e-04,5.438827541418651476e-04,4.472927930424116898e-03,5.292586001238324712e-04,1.541753802933770994e-03,3.166560247535421643e-04,5.321915343370895498e-04,3.521662809870933827e-03,1.502244249695958156e-03,5.379272518064225246e-03,3.767147276463946883e-04,7.432437677728075554e-04,3.805318663281273030e-03,1.153207879180497995e-03,3.458492323308547979e-03,6.475165248338622410e-04,8.736261514423783459e-04,4.683492685516589711e-03,2.291539903148447944e-03,9.121000198885936133e-03,7.448754624304982849e-04,1.294297100884327610e-03,3.714553376925109392e-03,1.894382695409065412e-03,7.732147425394462689e-03,6.201003115101389211e-04,1.153004549633064764e-03,1.962212562593665301e-03,6.746982098782976266e-04,3.755829658318149151e-03,3.757247887193324899e-04,5.408623604595252108e-04,2.412071891446265336e-03,7.791353235596171689e-04,2.604705667412739352e-03,6.432972063164032290e-04,5.209731350433144089e-04,6.426490134333166966e-03,2.289513074568237400e-03,1.626954585203886638e-02,6.798000900885771587e-04,1.183454905975076443e-03,5.483901745611394034e-03,2.038450721479159213e-03,1.419712732794279654e-02,8.709523247861183882e-04,1.292217903247652906e-03,4.844168984302940628e-03,1.938903509249474905e-03,1.290591709250814637e-02,8.434727222910002892e-04,1.257542850438626153e-03,4.597546691537226018e-03,1.634618799089341363e-03,1.324839943980719512e-02,9.380557614750077537e-04,1.379386871635666879e-03,2.367056487551747000e-03,1.256725897502214461e-03,4.262390830544141723e-03,4.761052135826478746e-04,8.142183067136950399e-04,4.387864005155755164e-03,2.586042036891344348e-03,9.195863649071708140e-03,5.910556919912122141e-04,1.076408821628102412e-03,5.133426732350346994e-03,2.290171547929130153e-03,2.029349416342991069e-02,6.733205167111924261e-04,1.189566324536929422e-03,1.441300097151604863e-03,1.401230757211939363e-04,2.238876437917222228e-04,1.353982464275455856e-04,1.950049812464044207e-04,0.000000000000000000e+00
4.212615459965099278e-03,1.035131744690609423e-03,2.931978042611845057e-03,4.363182026546567199e-04,7.352853309205713457e-04,5.113271411432421948e-03,9.626995845989932575e-04,2.734035336027450767e-03,4.152893177712528886e-04,8.508682166827692336e-04,3.817008432820369161e-03,1.317662705112232534e-03,4.882663983803707530e-03,4.811169334406236982e-04,9.429794746174584383e-04,2.628169374660353601e-03,1.065772068463338284e-03,4.528489708584061343e-03,4.867540500618055535e-04,1.039988929151785396e-03,6.463769718317308698e-03,1.095458152250584861e-03,2.171276637908571214e-03,3.617882427428948354e-04,6.215010176352642321e-04,4.307245591198107307e-03,6.830656816522047946e-04,1.970035942359826212e-03,2.925286202036094050e-04,6.538934985133338122e-04,4.603038014905702809e-03,1.402634379592172841e-03,6.229959555914516001e-03,4.800532787749059709e-04,6.841780595327309799e-04,4.276855721739437725e-03,1.045098651994121183e-03,5.702033663926017043e-03,8.203466682671601510e-04,1.014691004362817690e-03,5.543088370713651451e-03,2.176761526362211777e-03,1.061860188109072130e-02,8.211225090514168807e-04,1.247956912492648217e-03,4.992193050165145279e-03,1.835178472276961271e-03,9.972801233485213690e-03,8.948806154737878448e-04,1.416077131175691580e-03,2.393245708042932886e-03,6.082473685735290299e-04,3.995875313151722730e-03,4.551336049278104610e-04,4.681841160757008245e-04,3.519954038494407800e-03,7.591814841721301714e-04,4.261828508132309290e-03,7.115355083772640157e-04,5.633845136086188497e-04,6.636755437625011141e-03,2.246851291117942916e-03,1.557674388149428955e-02,8.954828528612897992e-04,1.009863309512280989e-03,6.348362950512899047e-03,2.058454118933151014e-03,1.689086935074537651e-02,1.069376813898295902e-03,1.203039275895951415e-03,5.521284415089872631e-03,1.698572147867254871e-03,1.063601467367423017e-02,8.643346845795523564e-04,1.345494620711192978e-03,5.291412374988431477e-03,1.518742968621961294e-03,1.194960920919814831e-02,9.193076215422671567e-04,1.329390590718015257e-03,3.325548316677944937e-03,1.326508298168431899e-03,4.977179310604286193e-03,5.003785087226810587e-04,9.677802516089760660e-04,5.730231784900698816e-03,2.568094763919592013e-03,1.059571209261993274e-02,7.598159892285240215e-04,1.204686835550134024e-03,8.799035956097359459e-03,2.195051173997682528e-03,2.067841185123503456e-02,8.183391374136572347e-04,1.165973000140131883e-03,1.083445829106850604e-03,1.309519869905096127e-04,2.405698195859831397e-04,1.154686542902670394e-04,2.044564532106583692e-04,0.000000000000000000e+00
5.000169665811335373e-03,8.252265469362923475e-04,7.590234078054103719e-04,4.428082536589066434e-04,5.596085261152551615e-04,5.375682623428867241e-03,6.969586661229980329e-04,8.245054710884884303e-04,4.871483374293215907e-04,6.460138656092951487e-04,4.131405201327066450e-03,9.845128809815425954e-04,1.062846517207716862e-03,4.956713516225229191e-04,6.523102141318944201e-04,2.828774787883560089e-03,7.994676929160059262e-04,1.092904262405436366e-03,4.495252523907426268e-04,6.779526450229709112e-04,7.888552129851312059e-03,1.047507728011745761e-03,6.732672773524790537e-04,4.082667037025631369e-04,4.794672827757183366e-04,4.281960201921729790e-03,4.451081905064975075e-04,5.066117024300725684e-04,3.042758883349362740e-04,4.560513729033500866e-04,4.755543775302065700e-03,1.305780939397045053e-03,1.247779089291200377e-03,6.153687507407557293e-04,5.352374371062443596e-04,6.561868498077316585e-03,1.268776457427913795e-03,1.307364126868953806e-03,1.453427347868540805e-03,7.143398390302998060e-04,5.521934813823240612e-03,1.666364423762178599e-03,2.003264578646649086e-03,7.959845050832475930e-04,1.048815891494632923e-03,4.849427706938934379e-03,1.497145246707732441e-03,2.070757311358860028e-03,1.098372707305735052e-03,8.699577379665537295e-04,2.328592595479739291e-03,5.340554547316291641e-04,7.246266703760060332e-04,6.003366032858815709e-04,4.563034345261011071e-04,3.604131077664294702e-03,7.836186083381819437e-04,9.475696508297647494e-04,1.301589307566267725e-03,5.286548399700998066e-04,5.734171040500920906e-03,1.487289375293231316e-03,3.314447612041134666e-03,1.062032298514205622e-03,8.602193160428203440e-04,6.748087895659321718e-03,1.775021364045115775e-03,3.453085802345194459e-03,1.382559065306687577e-03,1.013394063812646283e-03,4.514386266881793147e-03,1.215999546009959194e-03,2.676881236841527172e-03,9.708593515324666790e-04,9.550441186634847993e-04,4.748604368198562804e-03,1.128450300944759807e-03,2.666501650610685926e-03,1.013211425677363990e-03,1.039568951955041967e-03,3.550973443590793241e-03,9.931271166807057946e-04,1.132828578987291925e-03,4.672442137752413384e-04,6.017639521908007671e-04,5.436687514803513997e-03,1.938520284010572655e-03,1.942226554268673081e-03,5.893094368782908054e-04,7.722165130060721326e-04,5.732901695925699329e-03,1.595004644434285359e-03,3.773304378596375498e-03,7.314111356738184876e-04,7.749663182927634363e-04,1.074666021041810384e-03,1.787046147746680917e-04,1.237318689807984768e-04,1.935034877755822480e-04,2.048223088504481037e-04,0.000000000000000000e+00
